rank	file	frame	status	res_before	res_after	n_match	spread
0	0000_nbacourt_0005_frame_0000_png.rf.0d16c8.jpg	nbacourt_0005_frame_0000_png.rf.0d16c8	KEPT	5.634334564208984	5.634334564208984	52	0.626
1	0001_nbacourt_0007_frame_0000_png.rf.0ecfe3.jpg	nbacourt_0007_frame_0000_png.rf.0ecfe3	KEPT	4.910171985626221	4.910171985626221	67	0.595
2	0002_nbacourt_0009_frame_0000_png.rf.14c3b0.jpg	nbacourt_0009_frame_0000_png.rf.14c3b0	KEPT	4.5076751708984375	4.5076751708984375	63	0.549
3	0003_nbacourt_0617_frame_0003_png.rf.62b951.jpg	nbacourt_0617_frame_0003_png.rf.62b951	KEPT	4.0132880210876465	4.0132880210876465	17	0.000
4	0004_nbacourt_0635_frame_0003_png.rf.728424.jpg	nbacourt_0635_frame_0003_png.rf.728424	KEPT	4.013133525848389	4.013133525848389	17	0.000
5	0005_nbacourt_2183_frame_0001_png.rf.eb8a7b.jpg	nbacourt_2183_frame_0001_png.rf.eb8a7b	KEPT	3.9399828910827637	3.9399828910827637	60	0.409
6	0006_nbacourt_0382_frame_0002_png.rf.494ea3.jpg	nbacourt_0382_frame_0002_png.rf.494ea3	KEPT	3.884103298187256	3.884103298187256	122	0.242
7	0007_nbacourt_2011_frame_0002_png.rf.762091.jpg	nbacourt_2011_frame_0002_png.rf.762091	KEPT	3.7293550968170166	3.7293550968170166	34	0.000
8	0008_nbacourt_1973_frame_0033_png.rf.619944.jpg	nbacourt_1973_frame_0033_png.rf.619944	KEPT	3.6081790924072266	3.6081790924072266	47	0.209
9	0009_nbacourt_0014_frame_0000_png.rf.1e07f8.jpg	nbacourt_0014_frame_0000_png.rf.1e07f8	KEPT	3.568556308746338	3.568556308746338	79	0.329
10	0010_nbacourt_1750_frame_0010_png.rf.fecdee.jpg	nbacourt_1750_frame_0010_png.rf.fecdee	KEPT	3.5094175338745117	3.5094175338745117	49	0.570
11	0011_nbacourt_0341_frame_0002_png.rf.0ea98a.jpg	nbacourt_0341_frame_0002_png.rf.0ea98a	KEPT	3.5053515434265137	3.5053515434265137	56	0.450
12	0012_nbacourt_1971_frame_0033_png.rf.08b7d5.jpg	nbacourt_1971_frame_0033_png.rf.08b7d5	KEPT	3.4661731719970703	3.4661731719970703	61	0.329
13	0013_nbacourt_2227_frame_0007_png.rf.16c73f.jpg	nbacourt_2227_frame_0007_png.rf.16c73f	KEPT	3.4441492557525635	3.4441492557525635	86	0.362
14	0014_nbacourt_0376_frame_0002_png.rf.42e780.jpg	nbacourt_0376_frame_0002_png.rf.42e780	KEPT	3.4032578468322754	3.4032578468322754	45	0.237
15	0015_nbacourt_2136_frame_0009_png.rf.ef7527.jpg	nbacourt_2136_frame_0009_png.rf.ef7527	KEPT	3.379209518432617	3.379209518432617	38	0.419
16	0016_nbacourt_1972_frame_0033_png.rf.3b5796.jpg	nbacourt_1972_frame_0033_png.rf.3b5796	KEPT	3.3780436515808105	3.3780436515808105	53	0.329
17	0017_nbacourt_1661_frame_0009_png.rf.9f9448.jpg	nbacourt_1661_frame_0009_png.rf.9f9448	KEPT	3.370238780975342	3.370238780975342	72	0.179
18	0018_nbacourt_1818_frame_0012_png.rf.ba4f29.jpg	nbacourt_1818_frame_0012_png.rf.ba4f29	KEPT	3.3362069129943848	3.3362069129943848	112	0.514
19	0019_nbacourt_1792_frame_0011_png.rf.d0b4eb.jpg	nbacourt_1792_frame_0011_png.rf.d0b4eb	KEPT	3.31714129447937	3.31714129447937	51	0.444
20	0020_nbacourt_0636_frame_0003_png.rf.752c7d.jpg	nbacourt_0636_frame_0003_png.rf.752c7d	KEPT	3.296022891998291	3.296022891998291	72	0.224
21	0021_nbacourt_1740_frame_0010_png.rf.c1337f.jpg	nbacourt_1740_frame_0010_png.rf.c1337f	KEPT	3.2434229850769043	3.2434229850769043	58	0.327
22	0022_nbacourt_1720_frame_0010_png.rf.71f6c7.jpg	nbacourt_1720_frame_0010_png.rf.71f6c7	KEPT	3.242363214492798	3.242363214492798	56	0.549
23	0023_nbacourt_1125_frame_0005_png.rf.cd1939.jpg	nbacourt_1125_frame_0005_png.rf.cd1939	KEPT	3.2298879623413086	3.2298879623413086	79	0.225
24	0024_nbacourt_1770_frame_0011_png.rf.5fbc03.jpg	nbacourt_1770_frame_0011_png.rf.5fbc03	KEPT	3.2223668098449707	3.2223668098449707	45	0.336
25	0025_nbacourt_1635_frame_0009_png.rf.5fe3ac.jpg	nbacourt_1635_frame_0009_png.rf.5fe3ac	KEPT	3.209632396697998	3.209632396697998	79	0.354
26	0026_nbacourt_0206_frame_0001_png.rf.578463.jpg	nbacourt_0206_frame_0001_png.rf.578463	KEPT	3.20664644241333	3.20664644241333	37	0.432
27	0027_nbacourt_1029_frame_0005_png.rf.63b7e0.jpg	nbacourt_1029_frame_0005_png.rf.63b7e0	KEPT	3.195488452911377	3.195488452911377	85	0.256
28	0028_nbacourt_0646_frame_0003_png.rf.84e6c7.jpg	nbacourt_0646_frame_0003_png.rf.84e6c7	KEPT	3.1643753051757812	3.1643753051757812	15	0.000
29	0029_nbacourt_1422_frame_0007_png.rf.98cf85.jpg	nbacourt_1422_frame_0007_png.rf.98cf85	KEPT	3.124366044998169	3.124366044998169	103	0.247
30	0030_nbacourt_0161_frame_0001_png.rf.181d3d.jpg	nbacourt_0161_frame_0001_png.rf.181d3d	KEPT	3.1201260089874268	3.1201260089874268	99	0.377
31	0031_nbacourt_1754_frame_0011_png.rf.0c7a32.jpg	nbacourt_1754_frame_0011_png.rf.0c7a32	KEPT	3.0845537185668945	3.0845537185668945	45	0.438
32	0032_nbacourt_1345_frame_0007_png.rf.0b0887.jpg	nbacourt_1345_frame_0007_png.rf.0b0887	KEPT	3.044321060180664	3.044321060180664	110	0.258
33	0033_nbacourt_2196_frame_0003_png.rf.b3689c.jpg	nbacourt_2196_frame_0003_png.rf.b3689c	KEPT	2.966122627258301	2.966122627258301	114	0.545
34	0034_nbacourt_0112_frame_0000_png.rf.d093c1.jpg	nbacourt_0112_frame_0000_png.rf.d093c1	KEPT	2.965848207473755	2.965848207473755	38	0.484
35	0035_nbacourt_0364_frame_0002_png.rf.3632bc.jpg	nbacourt_0364_frame_0002_png.rf.3632bc	KEPT	2.9264039993286133	2.9264039993286133	84	0.332
36	0036_nbacourt_2259_frame_0022_png.rf.6957f5.jpg	nbacourt_2259_frame_0022_png.rf.6957f5	KEPT	2.902068614959717	2.902068614959717	33	0.000
37	0037_nbacourt_0008_frame_0000_png.rf.10f56d.jpg	nbacourt_0008_frame_0000_png.rf.10f56d	KEPT	2.8986356258392334	2.8986356258392334	113	0.353
38	0038_nbacourt_0415_frame_0002_png.rf.73b915.jpg	nbacourt_0415_frame_0002_png.rf.73b915	KEPT	2.8871121406555176	2.8871121406555176	33	0.318
39	0039_nbacourt_1796_frame_0011_png.rf.e12f7e.jpg	nbacourt_1796_frame_0011_png.rf.e12f7e	KEPT	2.882073163986206	2.882073163986206	117	0.421
40	0040_nbacourt_0118_frame_0000_png.rf.dd3f64.jpg	nbacourt_0118_frame_0000_png.rf.dd3f64	KEPT	2.880136489868164	2.880136489868164	106	0.475
41	0041_nbacourt_1691_frame_0009_png.rf.fe7bdc.jpg	nbacourt_1691_frame_0009_png.rf.fe7bdc	KEPT	2.879641056060791	2.879641056060791	60	0.316
42	0042_nbacourt_0687_frame_0003_png.rf.b96cc2.jpg	nbacourt_0687_frame_0003_png.rf.b96cc2	KEPT	2.8650498390197754	2.8650498390197754	69	0.384
43	0043_nbacourt_1751_frame_0010_png.rf.fee5a5.jpg	nbacourt_1751_frame_0010_png.rf.fee5a5	KEPT	2.8467211723327637	2.8467211723327637	59	0.342
44	0044_nbacourt_2146_frame_0011_png.rf.6ec901.jpg	nbacourt_2146_frame_0011_png.rf.6ec901	KEPT	2.841857671737671	2.841857671737671	46	0.312
45	0045_nbacourt_1449_frame_0007_png.rf.be21a0.jpg	nbacourt_1449_frame_0007_png.rf.be21a0	KEPT	2.8221988677978516	2.8221988677978516	105	0.278
46	0046_nbacourt_1026_frame_0005_png.rf.6118b3.jpg	nbacourt_1026_frame_0005_png.rf.6118b3	KEPT	2.75717830657959	2.75717830657959	67	0.331
47	0047_nbacourt_0354_frame_0002_png.rf.260540.jpg	nbacourt_0354_frame_0002_png.rf.260540	KEPT	2.742648124694824	2.742648124694824	87	0.332
48	0048_nbacourt_0949_frame_0005_png.rf.00ab37.jpg	nbacourt_0949_frame_0005_png.rf.00ab37	KEPT	2.735445976257324	2.735445976257324	31	0.000
49	0049_nbacourt_0422_frame_0002_png.rf.7b8849.jpg	nbacourt_0422_frame_0002_png.rf.7b8849	KEPT	2.6867804527282715	2.6867804527282715	59	0.398
50	0050_nbacourt_0516_frame_0002_png.rf.e96aa8.jpg	nbacourt_0516_frame_0002_png.rf.e96aa8	KEPT	2.6799731254577637	2.6799731254577637	34	0.000
51	0051_nbacourt_0526_frame_0002_png.rf.f6a34d.jpg	nbacourt_0526_frame_0002_png.rf.f6a34d	KEPT	2.6672730445861816	2.6672730445861816	65	0.597
52	0052_nbacourt_0461_frame_0002_png.rf.acc81a.jpg	nbacourt_0461_frame_0002_png.rf.acc81a	KEPT	2.6518361568450928	2.6518361568450928	35	0.000
53	0053_nbacourt_1962_frame_0029_png.rf.8e1a88.jpg	nbacourt_1962_frame_0029_png.rf.8e1a88	KEPT	2.63903546333313	2.63903546333313	74	0.370
54	0054_nbacourt_0408_frame_0002_png.rf.6bb503.jpg	nbacourt_0408_frame_0002_png.rf.6bb503	KEPT	2.631223201751709	2.631223201751709	100	0.518
55	0055_nbacourt_0070_frame_0000_png.rf.8717c6.jpg	nbacourt_0070_frame_0000_png.rf.8717c6	KEPT	2.625845432281494	2.625845432281494	100	0.469
56	0056_nbacourt_0438_frame_0002_png.rf.8ba69d.jpg	nbacourt_0438_frame_0002_png.rf.8ba69d	KEPT	2.6103639602661133	2.6103639602661133	63	0.412
57	0057_nbacourt_0597_frame_0003_png.rf.4c88f1.jpg	nbacourt_0597_frame_0003_png.rf.4c88f1	KEPT	2.607409954071045	2.607409954071045	67	0.497
58	0058_nbacourt_0802_frame_0004_png.rf.48c439.jpg	nbacourt_0802_frame_0004_png.rf.48c439	KEPT	2.60482120513916	2.60482120513916	87	0.361
59	0059_nbacourt_2039_frame_0003_png.rf.e72f4c.jpg	nbacourt_2039_frame_0003_png.rf.e72f4c	KEPT	2.5992326736450195	2.5992326736450195	90	0.314
60	0060_nbacourt_1081_frame_0005_png.rf.a7a1a7.jpg	nbacourt_1081_frame_0005_png.rf.a7a1a7	KEPT	2.587947368621826	2.587947368621826	32	0.000
61	0061_nbacourt_1964_frame_0029_png.rf.e7e8d7.jpg	nbacourt_1964_frame_0029_png.rf.e7e8d7	KEPT	2.585015296936035	2.585015296936035	64	0.527
62	0062_nbacourt_1606_frame_0009_png.rf.06fd6c.jpg	nbacourt_1606_frame_0009_png.rf.06fd6c	KEPT	2.5845565795898438	2.5845565795898438	88	0.467
63	0063_nbacourt_1795_frame_0011_png.rf.d5a9fc.jpg	nbacourt_1795_frame_0011_png.rf.d5a9fc	KEPT	2.5509908199310303	2.5509908199310303	110	0.268
64	0064_nbacourt_0018_frame_0000_png.rf.1fa5d8.jpg	nbacourt_0018_frame_0000_png.rf.1fa5d8	KEPT	2.550718069076538	2.550718069076538	71	0.577
65	0065_nbacourt_0255_frame_0001_png.rf.9d56a3.jpg	nbacourt_0255_frame_0001_png.rf.9d56a3	KEPT	2.5501036643981934	2.5501036643981934	96	0.358
66	0066_nbacourt_1731_frame_0010_png.rf.a2bccf.jpg	nbacourt_1731_frame_0010_png.rf.a2bccf	KEPT	2.549147129058838	2.549147129058838	75	0.317
67	0067_nbacourt_0996_frame_0005_png.rf.31af73.jpg	nbacourt_0996_frame_0005_png.rf.31af73	KEPT	2.524768114089966	2.524768114089966	27	0.000
68	0068_nbacourt_1732_frame_0010_png.rf.a56c33.jpg	nbacourt_1732_frame_0010_png.rf.a56c33	KEPT	2.5174527168273926	2.5174527168273926	32	0.000
69	0069_nbacourt_0192_frame_0001_png.rf.4542ee.jpg	nbacourt_0192_frame_0001_png.rf.4542ee	KEPT	2.51621150970459	2.51621150970459	69	0.258
70	0070_nbacourt_1616_frame_0009_png.rf.2f0a33.jpg	nbacourt_1616_frame_0009_png.rf.2f0a33	KEPT	2.514197587966919	2.514197587966919	53	0.208
71	0071_nbacourt_0427_frame_0002_png.rf.860913.jpg	nbacourt_0427_frame_0002_png.rf.860913	KEPT	2.511702537536621	2.511702537536621	71	0.242
72	0072_nbacourt_1350_frame_0007_png.rf.107a06.jpg	nbacourt_1350_frame_0007_png.rf.107a06	KEPT	2.5032191276550293	2.5032191276550293	56	0.277
73	0073_nbacourt_1428_frame_0007_png.rf.9de229.jpg	nbacourt_1428_frame_0007_png.rf.9de229	KEPT	2.5027027130126953	2.5027027130126953	73	0.237
74	0074_nbacourt_1457_frame_0007_png.rf.c94ecb.jpg	nbacourt_1457_frame_0007_png.rf.c94ecb	KEPT	2.500122547149658	2.500122547149658	60	0.311
75	0075_nbacourt_0748_frame_0004_png.rf.06fb05.jpg	nbacourt_0748_frame_0004_png.rf.06fb05	KEPT	2.5000483989715576	2.5000483989715576	51	0.186
76	0076_nbacourt_1194_frame_0006_png.rf.20afa7.jpg	nbacourt_1194_frame_0006_png.rf.20afa7	KEPT	2.5000405311584473	2.5000405311584473	95	0.245
77	0077_nbacourt_1201_frame_0006_png.rf.3293d7.jpg	nbacourt_1201_frame_0006_png.rf.3293d7	KEPT	2.500037670135498	2.500037670135498	94	0.246
78	0078_nbacourt_1704_frame_0010_png.rf.2cf310.jpg	nbacourt_1704_frame_0010_png.rf.2cf310	KEPT	2.5000228881835938	2.5000228881835938	102	0.321
79	0079_nbacourt_1479_frame_0007_png.rf.f07435.jpg	nbacourt_1479_frame_0007_png.rf.f07435	KEPT	2.500007390975952	2.500007390975952	67	0.261
80	0080_nbacourt_0395_frame_0002_png.rf.57903b.jpg	nbacourt_0395_frame_0002_png.rf.57903b	KEPT	2.499983310699463	2.499983310699463	96	0.322
81	0081_nbacourt_0853_frame_0004_png.rf.7c7308.jpg	nbacourt_0853_frame_0004_png.rf.7c7308	KEPT	2.4971137046813965	2.4971137046813965	102	0.323
82	0082_nbacourt_1288_frame_0006_png.rf.c5b19a.jpg	nbacourt_1288_frame_0006_png.rf.c5b19a	KEPT	2.4961001873016357	2.4961001873016357	124	0.181
83	0083_nbacourt_1243_frame_0006_png.rf.75baa7.jpg	nbacourt_1243_frame_0006_png.rf.75baa7	KEPT	2.494702100753784	2.494702100753784	109	0.371
84	0084_nbacourt_0608_frame_0003_png.rf.5aeeb7.jpg	nbacourt_0608_frame_0003_png.rf.5aeeb7	KEPT	2.4927682876586914	2.4927682876586914	104	0.369
85	0085_nbacourt_1247_frame_0006_png.rf.8122c2.jpg	nbacourt_1247_frame_0006_png.rf.8122c2	KEPT	2.4918763637542725	2.4918763637542725	107	0.373
86	0086_nbacourt_0159_frame_0001_png.rf.177d5f.jpg	nbacourt_0159_frame_0001_png.rf.177d5f	KEPT	2.490572690963745	2.490572690963745	52	0.362
87	0087_nbacourt_0196_frame_0001_png.rf.49aee8.jpg	nbacourt_0196_frame_0001_png.rf.49aee8	KEPT	2.4896485805511475	2.4896485805511475	88	0.313
88	0088_nbacourt_0137_frame_0000_png.rf.fb20a7.jpg	nbacourt_0137_frame_0000_png.rf.fb20a7	KEPT	2.485239028930664	2.485239028930664	93	0.459
89	0089_nbacourt_0077_frame_0000_png.rf.94df6a.jpg	nbacourt_0077_frame_0000_png.rf.94df6a	KEPT	2.4793643951416016	2.4793643951416016	74	0.411
90	0090_nbacourt_0529_frame_0002_png.rf.f8c9db.jpg	nbacourt_0529_frame_0002_png.rf.f8c9db	KEPT	2.4704270362854004	2.4704270362854004	97	0.512
91	0091_nbacourt_1221_frame_0006_png.rf.4bad2c.jpg	nbacourt_1221_frame_0006_png.rf.4bad2c	KEPT	2.4683830738067627	2.4683830738067627	118	0.218
92	0092_nbacourt_1234_frame_0006_png.rf.61669a.jpg	nbacourt_1234_frame_0006_png.rf.61669a	KEPT	2.467099905014038	2.467099905014038	85	0.236
93	0093_nbacourt_0202_frame_0001_png.rf.5388e7.jpg	nbacourt_0202_frame_0001_png.rf.5388e7	KEPT	2.4654178619384766	2.4654178619384766	64	0.432
94	0094_nbacourt_2081_frame_0006_png.rf.6cd689.jpg	nbacourt_2081_frame_0006_png.rf.6cd689	KEPT	2.4646639823913574	2.4646639823913574	46	0.350
95	0095_nbacourt_1961_frame_0028_png.rf.983dea.jpg	nbacourt_1961_frame_0028_png.rf.983dea	KEPT	2.4619789123535156	2.4619789123535156	49	0.255
96	0096_nbacourt_1963_frame_0029_png.rf.ddb41a.jpg	nbacourt_1963_frame_0029_png.rf.ddb41a	KEPT	2.453164577484131	2.453164577484131	68	0.417
97	0097_nbacourt_0082_frame_0000_png.rf.a20b71.jpg	nbacourt_0082_frame_0000_png.rf.a20b71	KEPT	2.447754383087158	2.447754383087158	60	0.398
98	0098_nbacourt_1930_frame_0019_png.rf.bb8a27.jpg	nbacourt_1930_frame_0019_png.rf.bb8a27	SNAPPED	3.123067855834961	2.4464778900146484	180	0.420
99	0099_nbacourt_0841_frame_0004_png.rf.717159.jpg	nbacourt_0841_frame_0004_png.rf.717159	KEPT	2.4399752616882324	2.4399752616882324	126	0.310
100	0100_nbacourt_0602_frame_0003_png.rf.55c93e.jpg	nbacourt_0602_frame_0003_png.rf.55c93e	KEPT	2.4220733642578125	2.4220733642578125	61	0.238
101	0101_nbacourt_1324_frame_0006_png.rf.eebc8c.jpg	nbacourt_1324_frame_0006_png.rf.eebc8c	KEPT	2.417233943939209	2.417233943939209	105	0.241
102	0102_nbacourt_0236_frame_0001_png.rf.808ee5.jpg	nbacourt_0236_frame_0001_png.rf.808ee5	KEPT	2.405895948410034	2.405895948410034	64	0.231
103	0103_nbacourt_0896_frame_0004_png.rf.b185a7.jpg	nbacourt_0896_frame_0004_png.rf.b185a7	KEPT	2.398075819015503	2.398075819015503	124	0.326
104	0104_nbacourt_1639_frame_0009_png.rf.6d3774.jpg	nbacourt_1639_frame_0009_png.rf.6d3774	KEPT	2.394697904586792	2.394697904586792	80	0.445
105	0105_nbacourt_0916_frame_0004_png.rf.d5ee98.jpg	nbacourt_0916_frame_0004_png.rf.d5ee98	KEPT	2.3935546875	2.3935546875	101	0.297
106	0106_nbacourt_2190_frame_0002_png.rf.a97c5a.jpg	nbacourt_2190_frame_0002_png.rf.a97c5a	KEPT	2.3907790184020996	2.3907790184020996	82	0.546
107	0107_nbacourt_0210_frame_0001_png.rf.597f9c.jpg	nbacourt_0210_frame_0001_png.rf.597f9c	KEPT	2.389192581176758	2.389192581176758	94	0.458
108	0108_nbacourt_0810_frame_0004_png.rf.54bafe.jpg	nbacourt_0810_frame_0004_png.rf.54bafe	KEPT	2.3877227306365967	2.3877227306365967	109	0.393
109	0109_nbacourt_0054_frame_0000_png.rf.6bb03a.jpg	nbacourt_0054_frame_0000_png.rf.6bb03a	KEPT	2.3828444480895996	2.3828444480895996	76	0.487
110	0110_nbacourt_1303_frame_0006_png.rf.d5cd2a.jpg	nbacourt_1303_frame_0006_png.rf.d5cd2a	KEPT	2.3794403076171875	2.3794403076171875	49	0.327
111	0111_nbacourt_0976_frame_0005_png.rf.1ab246.jpg	nbacourt_0976_frame_0005_png.rf.1ab246	KEPT	2.3784000873565674	2.3784000873565674	111	0.264
112	0112_nbacourt_0798_frame_0004_png.rf.453d8b.jpg	nbacourt_0798_frame_0004_png.rf.453d8b	KEPT	2.376457452774048	2.376457452774048	54	0.288
113	0113_nbacourt_1582_frame_0008_png.rf.cb885c.jpg	nbacourt_1582_frame_0008_png.rf.cb885c	KEPT	2.376389980316162	2.376389980316162	60	0.130
114	0114_nbacourt_0781_frame_0004_png.rf.2aec5f.jpg	nbacourt_0781_frame_0004_png.rf.2aec5f	KEPT	2.3609633445739746	2.3609633445739746	79	0.206
115	0115_nbacourt_1960_frame_0028_png.rf.777260.jpg	nbacourt_1960_frame_0028_png.rf.777260	KEPT	2.3593573570251465	2.3593573570251465	52	0.270
116	0116_nbacourt_1208_frame_0006_png.rf.402409.jpg	nbacourt_1208_frame_0006_png.rf.402409	KEPT	2.332456588745117	2.332456588745117	82	0.402
117	0117_nbacourt_1198_frame_0006_png.rf.2cb0cf.jpg	nbacourt_1198_frame_0006_png.rf.2cb0cf	KEPT	2.332275390625	2.332275390625	91	0.445
118	0118_nbacourt_1038_frame_0005_png.rf.6e6018.jpg	nbacourt_1038_frame_0005_png.rf.6e6018	KEPT	2.3320116996765137	2.3320116996765137	111	0.237
119	0119_nbacourt_1203_frame_0006_png.rf.35f910.jpg	nbacourt_1203_frame_0006_png.rf.35f910	KEPT	2.3299355506896973	2.3299355506896973	99	0.149
120	0120_nbacourt_0783_frame_0004_png.rf.2bcb00.jpg	nbacourt_0783_frame_0004_png.rf.2bcb00	KEPT	2.3201076984405518	2.3201076984405518	77	0.226
121	0121_nbacourt_1664_frame_0009_png.rf.ad7a87.jpg	nbacourt_1664_frame_0009_png.rf.ad7a87	KEPT	2.3083417415618896	2.3083417415618896	68	0.396
122	0122_nbacourt_0689_frame_0003_png.rf.bcfa31.jpg	nbacourt_0689_frame_0003_png.rf.bcfa31	KEPT	2.301504135131836	2.301504135131836	120	0.278
123	0123_nbacourt_0217_frame_0001_png.rf.64440e.jpg	nbacourt_0217_frame_0001_png.rf.64440e	KEPT	2.301192045211792	2.301192045211792	60	0.218
124	0124_nbacourt_0845_frame_0004_png.rf.73cdd2.jpg	nbacourt_0845_frame_0004_png.rf.73cdd2	KEPT	2.294727325439453	2.294727325439453	124	0.411
125	0125_nbacourt_1753_frame_0011_png.rf.0b269b.jpg	nbacourt_1753_frame_0011_png.rf.0b269b	KEPT	2.2934184074401855	2.2934184074401855	54	0.206
126	0126_nbacourt_1746_frame_0010_png.rf.d66f34.jpg	nbacourt_1746_frame_0010_png.rf.d66f34	KEPT	2.2898709774017334	2.2898709774017334	27	0.000
127	0127_nbacourt_2091_frame_0006_png.rf.c52745.jpg	nbacourt_2091_frame_0006_png.rf.c52745	KEPT	2.2834038734436035	2.2834038734436035	70	0.195
128	0128_nbacourt_1185_frame_0006_png.rf.0fd33c.jpg	nbacourt_1185_frame_0006_png.rf.0fd33c	KEPT	2.2822678089141846	2.2822678089141846	95	0.360
129	0129_nbacourt_0764_frame_0004_png.rf.18410f.jpg	nbacourt_0764_frame_0004_png.rf.18410f	KEPT	2.2817232608795166	2.2817232608795166	113	0.502
130	0130_nbacourt_1974_frame_0035_png.rf.4baaac.jpg	nbacourt_1974_frame_0035_png.rf.4baaac	KEPT	2.276632308959961	2.276632308959961	92	0.276
131	0131_nbacourt_0813_frame_0004_png.rf.556692.jpg	nbacourt_0813_frame_0004_png.rf.556692	KEPT	2.274914264678955	2.274914264678955	52	0.303
132	0132_nbacourt_0685_frame_0003_png.rf.b6aa29.jpg	nbacourt_0685_frame_0003_png.rf.b6aa29	KEPT	2.270169734954834	2.270169734954834	81	0.347
133	0133_nbacourt_0321_frame_0001_png.rf.fa9a9d.jpg	nbacourt_0321_frame_0001_png.rf.fa9a9d	KEPT	2.261730909347534	2.261730909347534	98	0.358
134	0134_nbacourt_0766_frame_0004_png.rf.1acdae.jpg	nbacourt_0766_frame_0004_png.rf.1acdae	KEPT	2.261533498764038	2.261533498764038	61	0.266
135	0135_nbacourt_0877_frame_0004_png.rf.a010bd.jpg	nbacourt_0877_frame_0004_png.rf.a010bd	KEPT	2.258256673812866	2.258256673812866	111	0.384
136	0136_nbacourt_1588_frame_0008_png.rf.dadc67.jpg	nbacourt_1588_frame_0008_png.rf.dadc67	KEPT	2.250485420227051	2.250485420227051	68	0.240
137	0137_nbacourt_1730_frame_0010_png.rf.9c1424.jpg	nbacourt_1730_frame_0010_png.rf.9c1424	KEPT	2.246847152709961	2.246847152709961	66	0.381
138	0138_nbacourt_0720_frame_0003_png.rf.d8bcd3.jpg	nbacourt_0720_frame_0003_png.rf.d8bcd3	KEPT	2.2465312480926514	2.2465312480926514	75	0.189
139	0139_nbacourt_1545_frame_0008_png.rf.6e0878.jpg	nbacourt_1545_frame_0008_png.rf.6e0878	KEPT	2.2413294315338135	2.2413294315338135	64	0.398
140	0140_nbacourt_1786_frame_0011_png.rf.b63a2c.jpg	nbacourt_1786_frame_0011_png.rf.b63a2c	KEPT	2.238938331604004	2.238938331604004	64	0.310
141	0141_nbacourt_1321_frame_0006_png.rf.e9ebd5.jpg	nbacourt_1321_frame_0006_png.rf.e9ebd5	KEPT	2.234626293182373	2.234626293182373	103	0.265
142	0142_nbacourt_1737_frame_0010_png.rf.b13e71.jpg	nbacourt_1737_frame_0010_png.rf.b13e71	KEPT	2.229912281036377	2.229912281036377	76	0.265
143	0143_nbacourt_1216_frame_0006_png.rf.464072.jpg	nbacourt_1216_frame_0006_png.rf.464072	KEPT	2.226106643676758	2.226106643676758	109	0.325
144	0144_nbacourt_1328_frame_0006_png.rf.f42588.jpg	nbacourt_1328_frame_0006_png.rf.f42588	KEPT	2.2208800315856934	2.2208800315856934	112	0.381
145	0145_nbacourt_1760_frame_0011_png.rf.286343.jpg	nbacourt_1760_frame_0011_png.rf.286343	KEPT	2.2090821266174316	2.2090821266174316	88	0.343
146	0146_nbacourt_0551_frame_0003_png.rf.1330af.jpg	nbacourt_0551_frame_0003_png.rf.1330af	KEPT	2.200655460357666	2.200655460357666	74	0.438
147	0147_nbacourt_0776_frame_0004_png.rf.275a61.jpg	nbacourt_0776_frame_0004_png.rf.275a61	KEPT	2.184056282043457	2.184056282043457	109	0.332
148	0148_nbacourt_1755_frame_0011_png.rf.118575.jpg	nbacourt_1755_frame_0011_png.rf.118575	KEPT	2.1777055263519287	2.1777055263519287	45	0.197
149	0149_nbacourt_1778_frame_0011_png.rf.8d9f1d.jpg	nbacourt_1778_frame_0011_png.rf.8d9f1d	KEPT	2.1777055263519287	2.1777055263519287	52	0.262
150	0150_nbacourt_1602_frame_0008_png.rf.fdd571.jpg	nbacourt_1602_frame_0008_png.rf.fdd571	KEPT	2.1764543056488037	2.1764543056488037	77	0.392
151	0151_nbacourt_0792_frame_0004_png.rf.3e951c.jpg	nbacourt_0792_frame_0004_png.rf.3e951c	KEPT	2.176196575164795	2.176196575164795	45	0.434
152	0152_nbacourt_1847_frame_0013_png.rf.a5c0fe.jpg	nbacourt_1847_frame_0013_png.rf.a5c0fe	KEPT	2.166624069213867	2.166624069213867	37	0.523
153	0153_nbacourt_1042_frame_0005_png.rf.72afb0.jpg	nbacourt_1042_frame_0005_png.rf.72afb0	KEPT	2.165188789367676	2.165188789367676	105	0.224
154	0154_nbacourt_1709_frame_0010_png.rf.4f30e0.jpg	nbacourt_1709_frame_0010_png.rf.4f30e0	KEPT	2.162602663040161	2.162602663040161	49	0.232
155	0155_nbacourt_0865_frame_0004_png.rf.8bb0b5.jpg	nbacourt_0865_frame_0004_png.rf.8bb0b5	KEPT	2.1585440635681152	2.1585440635681152	107	0.371
156	0156_nbacourt_1927_frame_0019_png.rf.93adac.jpg	nbacourt_1927_frame_0019_png.rf.93adac	SNAPPED	3.255417823791504	2.151132822036743	191	0.581
157	0157_nbacourt_0719_frame_0003_png.rf.d7e05e.jpg	nbacourt_0719_frame_0003_png.rf.d7e05e	KEPT	2.146693468093872	2.146693468093872	56	0.216
158	0158_nbacourt_1537_frame_0008_png.rf.5ccebc.jpg	nbacourt_1537_frame_0008_png.rf.5ccebc	KEPT	2.1441469192504883	2.1441469192504883	85	0.249
