rank	file	frame	status	res_before	res_after	n_match	spread
344	0344_nbacourt_0109_frame_0000_png.rf.cb902a.jpg	nbacourt_0109_frame_0000_png.rf.cb902a	KEPT	1.57978355884552	1.57978355884552	102	0.189
345	0345_nbacourt_1608_frame_0009_png.rf.0e6688.jpg	nbacourt_1608_frame_0009_png.rf.0e6688	KEPT	1.5757019519805908	1.5757019519805908	36	0.098
346	0346_nbacourt_1617_frame_0009_png.rf.2f71b5.jpg	nbacourt_1617_frame_0009_png.rf.2f71b5	KEPT	1.5757019519805908	1.5757019519805908	36	0.098
347	0347_nbacourt_0803_frame_0004_png.rf.490857.jpg	nbacourt_0803_frame_0004_png.rf.490857	KEPT	1.5756078958511353	1.5756078958511353	63	0.277
348	0348_nbacourt_2006_frame_0001_png.rf.f5db19.jpg	nbacourt_2006_frame_0001_png.rf.f5db19	KEPT	1.5741764307022095	1.5741764307022095	51	0.401
349	0349_nbacourt_0883_frame_0004_png.rf.a89714.jpg	nbacourt_0883_frame_0004_png.rf.a89714	KEPT	1.5715994834899902	1.5715994834899902	38	0.435
350	0350_nbacourt_0958_frame_0005_png.rf.0a6650.jpg	nbacourt_0958_frame_0005_png.rf.0a6650	KEPT	1.5606434345245361	1.5606434345245361	89	0.338
351	0351_nbacourt_1683_frame_0009_png.rf.e5f602.jpg	nbacourt_1683_frame_0009_png.rf.e5f602	KEPT	1.5599253177642822	1.5599253177642822	80	0.174
352	0352_nbacourt_0730_frame_0003_png.rf.e642e8.jpg	nbacourt_0730_frame_0003_png.rf.e642e8	KEPT	1.558467984199524	1.558467984199524	79	0.306
353	0353_nbacourt_1768_frame_0011_png.rf.5d7c4a.jpg	nbacourt_1768_frame_0011_png.rf.5d7c4a	KEPT	1.5563163757324219	1.5563163757324219	54	0.414
354	0354_nbacourt_0470_frame_0002_png.rf.b3bff8.jpg	nbacourt_0470_frame_0002_png.rf.b3bff8	KEPT	1.55623197555542	1.55623197555542	66	0.240
355	0355_nbacourt_1527_frame_0008_png.rf.457e6d.jpg	nbacourt_1527_frame_0008_png.rf.457e6d	KEPT	1.553900957107544	1.553900957107544	71	0.242
356	0356_nbacourt_1764_frame_0011_png.rf.54b0ff.jpg	nbacourt_1764_frame_0011_png.rf.54b0ff	KEPT	1.5525813102722168	1.5525813102722168	66	0.383
357	0357_nbacourt_1829_frame_0012_png.rf.fc94a2.jpg	nbacourt_1829_frame_0012_png.rf.fc94a2	KEPT	1.5484057664871216	1.5484057664871216	120	0.302
358	0358_nbacourt_1454_frame_0007_png.rf.c25f0a.jpg	nbacourt_1454_frame_0007_png.rf.c25f0a	KEPT	1.546504020690918	1.546504020690918	58	0.283
359	0359_nbacourt_0724_frame_0003_png.rf.dcdcb9.jpg	nbacourt_0724_frame_0003_png.rf.dcdcb9	KEPT	1.5442636013031006	1.5442636013031006	58	0.361
360	0360_nbacourt_1023_frame_0005_png.rf.5bf1fb.jpg	nbacourt_1023_frame_0005_png.rf.5bf1fb	KEPT	1.5418504476547241	1.5418504476547241	133	0.330
361	0361_nbacourt_0167_frame_0001_png.rf.20e4ac.jpg	nbacourt_0167_frame_0001_png.rf.20e4ac	KEPT	1.5414581298828125	1.5414581298828125	36	0.477
362	0362_nbacourt_1211_frame_0006_png.rf.444597.jpg	nbacourt_1211_frame_0006_png.rf.444597	KEPT	1.540787696838379	1.540787696838379	49	0.132
363	0363_nbacourt_0231_frame_0001_png.rf.785c4e.jpg	nbacourt_0231_frame_0001_png.rf.785c4e	KEPT	1.5367586612701416	1.5367586612701416	90	0.322
364	0364_nbacourt_0816_frame_0004_png.rf.5861f1.jpg	nbacourt_0816_frame_0004_png.rf.5861f1	KEPT	1.5356181859970093	1.5356181859970093	95	0.334
365	0365_nbacourt_0190_frame_0001_png.rf.424efb.jpg	nbacourt_0190_frame_0001_png.rf.424efb	KEPT	1.5338529348373413	1.5338529348373413	54	0.246
366	0366_nbacourt_0338_frame_0002_png.rf.0b3a86.jpg	nbacourt_0338_frame_0002_png.rf.0b3a86	KEPT	1.53164803981781	1.53164803981781	88	0.500
367	0367_nbacourt_2068_frame_0005_png.rf.9ab20e.jpg	nbacourt_2068_frame_0005_png.rf.9ab20e	KEPT	1.5257784128189087	1.5257784128189087	96	0.443
368	0368_nbacourt_0610_frame_0003_png.rf.5bf17d.jpg	nbacourt_0610_frame_0003_png.rf.5bf17d	KEPT	1.5237971544265747	1.5237971544265747	55	0.421
369	0369_nbacourt_1688_frame_0009_png.rf.f06b37.jpg	nbacourt_1688_frame_0009_png.rf.f06b37	KEPT	1.5218408107757568	1.5218408107757568	86	0.261
370	0370_nbacourt_0246_frame_0001_png.rf.91dc33.jpg	nbacourt_0246_frame_0001_png.rf.91dc33	KEPT	1.5172299146652222	1.5172299146652222	62	0.247
371	0371_nbacourt_1512_frame_0008_png.rf.258c5f.jpg	nbacourt_1512_frame_0008_png.rf.258c5f	KEPT	1.5170470476150513	1.5170470476150513	81	0.314
372	0372_nbacourt_1793_frame_0011_png.rf.d19050.jpg	nbacourt_1793_frame_0011_png.rf.d19050	KEPT	1.5162920951843262	1.5162920951843262	68	0.382
373	0373_nbacourt_0216_frame_0001_png.rf.63d5b8.jpg	nbacourt_0216_frame_0001_png.rf.63d5b8	KEPT	1.5156530141830444	1.5156530141830444	60	0.247
374	0374_nbacourt_0892_frame_0004_png.rf.ae5f2a.jpg	nbacourt_0892_frame_0004_png.rf.ae5f2a	KEPT	1.515060305595398	1.515060305595398	95	0.350
375	0375_nbacourt_1381_frame_0007_png.rf.3cdda8.jpg	nbacourt_1381_frame_0007_png.rf.3cdda8	KEPT	1.514906644821167	1.514906644821167	45	0.201
376	0376_nbacourt_0233_frame_0001_png.rf.794eef.jpg	nbacourt_0233_frame_0001_png.rf.794eef	KEPT	1.5128612518310547	1.5128612518310547	81	0.357
377	0377_nbacourt_0542_frame_0003_png.rf.0c46e4.jpg	nbacourt_0542_frame_0003_png.rf.0c46e4	KEPT	1.5126250982284546	1.5126250982284546	101	0.587
378	0378_nbacourt_1430_frame_0007_png.rf.a02b38.jpg	nbacourt_1430_frame_0007_png.rf.a02b38	KEPT	1.5119881629943848	1.5119881629943848	110	0.213
379	0379_nbacourt_0634_frame_0003_png.rf.7236eb.jpg	nbacourt_0634_frame_0003_png.rf.7236eb	KEPT	1.5118309259414673	1.5118309259414673	64	0.499
380	0380_nbacourt_0693_frame_0003_png.rf.c0fd5b.jpg	nbacourt_0693_frame_0003_png.rf.c0fd5b	KEPT	1.511641263961792	1.511641263961792	89	0.492
381	0381_nbacourt_0563_frame_0003_png.rf.264dc6.jpg	nbacourt_0563_frame_0003_png.rf.264dc6	KEPT	1.5109901428222656	1.5109901428222656	104	0.576
382	0382_nbacourt_1952_frame_0024_png.rf.d46c0a.jpg	nbacourt_1952_frame_0024_png.rf.d46c0a	KEPT	1.5105533599853516	1.5105533599853516	28	0.000
383	0383_nbacourt_1070_frame_0005_png.rf.959d61.jpg	nbacourt_1070_frame_0005_png.rf.959d61	KEPT	1.5094122886657715	1.5094122886657715	95	0.337
384	0384_nbacourt_0560_frame_0003_png.rf.21dd8c.jpg	nbacourt_0560_frame_0003_png.rf.21dd8c	KEPT	1.5077738761901855	1.5077738761901855	89	0.263
385	0385_nbacourt_1518_frame_0008_png.rf.3039c3.jpg	nbacourt_1518_frame_0008_png.rf.3039c3	KEPT	1.5072517395019531	1.5072517395019531	72	0.358
386	0386_nbacourt_1105_frame_0005_png.rf.b9574c.jpg	nbacourt_1105_frame_0005_png.rf.b9574c	KEPT	1.5045406818389893	1.5045406818389893	102	0.336
387	0387_nbacourt_1166_frame_0005_png.rf.fb73a4.jpg	nbacourt_1166_frame_0005_png.rf.fb73a4	KEPT	1.5040717124938965	1.5040717124938965	75	0.290
388	0388_nbacourt_2012_frame_0002_png.rf.7ac2da.jpg	nbacourt_2012_frame_0002_png.rf.7ac2da	KEPT	1.5039770603179932	1.5039770603179932	72	0.429
389	0389_nbacourt_1272_frame_0006_png.rf.a3aefc.jpg	nbacourt_1272_frame_0006_png.rf.a3aefc	KEPT	1.5035160779953003	1.5035160779953003	97	0.327
390	0390_nbacourt_1192_frame_0006_png.rf.1efed9.jpg	nbacourt_1192_frame_0006_png.rf.1efed9	KEPT	1.5029044151306152	1.5029044151306152	90	0.336
391	0391_nbacourt_1477_frame_0007_png.rf.edd2b5.jpg	nbacourt_1477_frame_0007_png.rf.edd2b5	KEPT	1.5026878118515015	1.5026878118515015	108	0.257
392	0392_nbacourt_2215_frame_0005_png.rf.a4ad0c.jpg	nbacourt_2215_frame_0005_png.rf.a4ad0c	KEPT	1.5023558139801025	1.5023558139801025	129	0.454
393	0393_nbacourt_0122_frame_0000_png.rf.e64600.jpg	nbacourt_0122_frame_0000_png.rf.e64600	KEPT	1.5019769668579102	1.5019769668579102	98	0.479
394	0394_nbacourt_0317_frame_0001_png.rf.f76a90.jpg	nbacourt_0317_frame_0001_png.rf.f76a90	KEPT	1.5004788637161255	1.5004788637161255	58	0.197
395	0395_nbacourt_0905_frame_0004_png.rf.c45178.jpg	nbacourt_0905_frame_0004_png.rf.c45178	KEPT	1.5004786252975464	1.5004786252975464	99	0.363
396	0396_nbacourt_1382_frame_0007_png.rf.3ea98b.jpg	nbacourt_1382_frame_0007_png.rf.3ea98b	KEPT	1.5001356601715088	1.5001356601715088	35	0.249
397	0397_nbacourt_1461_frame_0007_png.rf.d25ba4.jpg	nbacourt_1461_frame_0007_png.rf.d25ba4	KEPT	1.5000529289245605	1.5000529289245605	91	0.268
398	0398_nbacourt_0675_frame_0003_png.rf.ad75a9.jpg	nbacourt_0675_frame_0003_png.rf.ad75a9	KEPT	1.5000240802764893	1.5000240802764893	78	0.390
399	0399_nbacourt_0818_frame_0004_png.rf.5b4a49.jpg	nbacourt_0818_frame_0004_png.rf.5b4a49	KEPT	1.5000224113464355	1.5000224113464355	65	0.292
400	0400_nbacourt_1149_frame_0005_png.rf.ebe546.jpg	nbacourt_1149_frame_0005_png.rf.ebe546	KEPT	1.5000096559524536	1.5000096559524536	70	0.365
401	0401_nbacourt_1083_frame_0005_png.rf.a89051.jpg	nbacourt_1083_frame_0005_png.rf.a89051	KEPT	1.4999977350234985	1.4999977350234985	108	0.408
402	0402_nbacourt_1509_frame_0008_png.rf.1e4a6f.jpg	nbacourt_1509_frame_0008_png.rf.1e4a6f	KEPT	1.4999973773956299	1.4999973773956299	52	0.232
403	0403_nbacourt_1062_frame_0005_png.rf.8955f4.jpg	nbacourt_1062_frame_0005_png.rf.8955f4	KEPT	1.4999949932098389	1.4999949932098389	76	0.263
404	0404_nbacourt_1056_frame_0005_png.rf.8424d7.jpg	nbacourt_1056_frame_0005_png.rf.8424d7	KEPT	1.4999845027923584	1.4999845027923584	108	0.220
405	0405_nbacourt_2213_frame_0005_png.rf.4b06dd.jpg	nbacourt_2213_frame_0005_png.rf.4b06dd	KEPT	1.4999686479568481	1.4999686479568481	63	0.273
406	0406_nbacourt_0921_frame_0004_png.rf.db9cd4.jpg	nbacourt_0921_frame_0004_png.rf.db9cd4	KEPT	1.4999653100967407	1.4999653100967407	152	0.319
407	0407_nbacourt_2150_frame_0012_png.rf.d1bd25.jpg	nbacourt_2150_frame_0012_png.rf.d1bd25	KEPT	1.4999638795852661	1.4999638795852661	115	0.247
408	0408_nbacourt_2070_frame_0005_png.rf.a4fd1c.jpg	nbacourt_2070_frame_0005_png.rf.a4fd1c	KEPT	1.4999620914459229	1.4999620914459229	102	0.318
409	0409_nbacourt_1113_frame_0005_png.rf.c070e4.jpg	nbacourt_1113_frame_0005_png.rf.c070e4	KEPT	1.4999580383300781	1.4999580383300781	84	0.394
410	0410_nbacourt_0126_frame_0000_png.rf.e9071b.jpg	nbacourt_0126_frame_0000_png.rf.e9071b	KEPT	1.4980403184890747	1.4980403184890747	50	0.377
411	0411_nbacourt_0677_frame_0003_png.rf.ae64e5.jpg	nbacourt_0677_frame_0003_png.rf.ae64e5	KEPT	1.4977260828018188	1.4977260828018188	105	0.185
412	0412_nbacourt_1392_frame_0007_png.rf.4ea6b8.jpg	nbacourt_1392_frame_0007_png.rf.4ea6b8	KEPT	1.4974451065063477	1.4974451065063477	51	0.283
413	0413_nbacourt_1106_frame_0005_png.rf.bb1a1f.jpg	nbacourt_1106_frame_0005_png.rf.bb1a1f	KEPT	1.494403600692749	1.494403600692749	105	0.479
414	0414_nbacourt_0912_frame_0004_png.rf.ca22af.jpg	nbacourt_0912_frame_0004_png.rf.ca22af	KEPT	1.493111491203308	1.493111491203308	86	0.317
415	0415_nbacourt_0173_frame_0001_png.rf.3154a4.jpg	nbacourt_0173_frame_0001_png.rf.3154a4	SNAPPED	2.0128655433654785	1.4905025959014893	67	0.260
416	0416_nbacourt_2056_frame_0004_png.rf.c870c8.jpg	nbacourt_2056_frame_0004_png.rf.c870c8	KEPT	1.4893499612808228	1.4893499612808228	91	0.347
417	0417_nbacourt_1758_frame_0011_png.rf.1ea54a.jpg	nbacourt_1758_frame_0011_png.rf.1ea54a	KEPT	1.4872448444366455	1.4872448444366455	59	0.316
418	0418_nbacourt_2151_frame_0012_png.rf.e4a22c.jpg	nbacourt_2151_frame_0012_png.rf.e4a22c	KEPT	1.4865612983703613	1.4865612983703613	102	0.152
419	0419_nbacourt_0358_frame_0002_png.rf.2e859e.jpg	nbacourt_0358_frame_0002_png.rf.2e859e	KEPT	1.4860799312591553	1.4860799312591553	96	0.092
420	0420_nbacourt_2159_frame_0015_png.rf.490970.jpg	nbacourt_2159_frame_0015_png.rf.490970	KEPT	1.4859591722488403	1.4859591722488403	129	0.343
421	0421_nbacourt_1003_frame_0005_png.rf.410350.jpg	nbacourt_1003_frame_0005_png.rf.410350	KEPT	1.4811677932739258	1.4811677932739258	103	0.213
422	0422_nbacourt_2154_frame_0013_png.rf.694735.jpg	nbacourt_2154_frame_0013_png.rf.694735	KEPT	1.4800291061401367	1.4800291061401367	13	0.000
423	0423_nbacourt_1538_frame_0008_png.rf.5d7224.jpg	nbacourt_1538_frame_0008_png.rf.5d7224	KEPT	1.478524923324585	1.478524923324585	67	0.560
424	0424_nbacourt_2245_frame_0010_png.rf.e0d4c3.jpg	nbacourt_2245_frame_0010_png.rf.e0d4c3	KEPT	1.4778326749801636	1.4778326749801636	91	0.328
425	0425_nbacourt_1261_frame_0006_png.rf.90eb3a.jpg	nbacourt_1261_frame_0006_png.rf.90eb3a	KEPT	1.477823257446289	1.477823257446289	96	0.310
426	0426_nbacourt_1218_frame_0006_png.rf.4a0851.jpg	nbacourt_1218_frame_0006_png.rf.4a0851	KEPT	1.4775586128234863	1.4775586128234863	94	0.334
427	0427_nbacourt_0024_frame_0000_png.rf.27ee0b.jpg	nbacourt_0024_frame_0000_png.rf.27ee0b	KEPT	1.4774415493011475	1.4774415493011475	141	0.269
428	0428_nbacourt_1503_frame_0008_png.rf.184a81.jpg	nbacourt_1503_frame_0008_png.rf.184a81	KEPT	1.4763833284378052	1.4763833284378052	74	0.184
429	0429_nbacourt_1025_frame_0005_png.rf.5fb9d6.jpg	nbacourt_1025_frame_0005_png.rf.5fb9d6	KEPT	1.4758920669555664	1.4758920669555664	113	0.193
430	0430_nbacourt_2160_frame_0015_png.rf.6a4ec9.jpg	nbacourt_2160_frame_0015_png.rf.6a4ec9	KEPT	1.4757928848266602	1.4757928848266602	122	0.315
431	0431_nbacourt_1992_frame_0001_png.rf.013a37.jpg	nbacourt_1992_frame_0001_png.rf.013a37	KEPT	1.4753941297531128	1.4753941297531128	92	0.400
432	0432_nbacourt_2051_frame_0004_png.rf.9cde2b.jpg	nbacourt_2051_frame_0004_png.rf.9cde2b	SNAPPED	1.6725807189941406	1.4748120307922363	94	0.248
433	0433_nbacourt_0158_frame_0001_png.rf.169280.jpg	nbacourt_0158_frame_0001_png.rf.169280	KEPT	1.4708950519561768	1.4708950519561768	110	0.460
434	0434_nbacourt_0010_frame_0000_png.rf.16392f.jpg	nbacourt_0010_frame_0000_png.rf.16392f	KEPT	1.4680473804473877	1.4680473804473877	39	0.524
435	0435_nbacourt_2202_frame_0004_png.rf.0cd5ac.jpg	nbacourt_2202_frame_0004_png.rf.0cd5ac	KEPT	1.4665647745132446	1.4665647745132446	110	0.309
436	0436_nbacourt_2061_frame_0005_png.rf.029843.jpg	nbacourt_2061_frame_0005_png.rf.029843	KEPT	1.4646120071411133	1.4646120071411133	59	0.181
437	0437_nbacourt_1319_frame_0006_png.rf.e8a7f6.jpg	nbacourt_1319_frame_0006_png.rf.e8a7f6	KEPT	1.4624087810516357	1.4624087810516357	92	0.344
438	0438_nbacourt_0980_frame_0005_png.rf.1f9b3f.jpg	nbacourt_0980_frame_0005_png.rf.1f9b3f	KEPT	1.4619957208633423	1.4619957208633423	107	0.356
439	0439_nbacourt_1307_frame_0006_png.rf.d732b1.jpg	nbacourt_1307_frame_0006_png.rf.d732b1	KEPT	1.4599758386611938	1.4599758386611938	79	0.362
440	0440_nbacourt_1520_frame_0008_png.rf.33b0cd.jpg	nbacourt_1520_frame_0008_png.rf.33b0cd	KEPT	1.4598749876022339	1.4598749876022339	71	0.392
441	0441_nbacourt_1744_frame_0010_png.rf.c86261.jpg	nbacourt_1744_frame_0010_png.rf.c86261	SNAPPED	2.561506748199463	1.4535821676254272	92	0.357
442	0442_nbacourt_0614_frame_0003_png.rf.608848.jpg	nbacourt_0614_frame_0003_png.rf.608848	KEPT	1.4468700885772705	1.4468700885772705	53	0.340
443	0443_nbacourt_1351_frame_0007_png.rf.120938.jpg	nbacourt_1351_frame_0007_png.rf.120938	KEPT	1.4465672969818115	1.4465672969818115	106	0.246
444	0444_nbacourt_0220_frame_0001_png.rf.671a1e.jpg	nbacourt_0220_frame_0001_png.rf.671a1e	KEPT	1.4459810256958008	1.4459810256958008	79	0.241
445	0445_nbacourt_2115_frame_0007_png.rf.edc11b.jpg	nbacourt_2115_frame_0007_png.rf.edc11b	KEPT	1.445145845413208	1.445145845413208	81	0.377
446	0446_nbacourt_0417_frame_0002_png.rf.750ffb.jpg	nbacourt_0417_frame_0002_png.rf.750ffb	KEPT	1.4431630373001099	1.4431630373001099	90	0.264
447	0447_nbacourt_1336_frame_0007_png.rf.01654d.jpg	nbacourt_1336_frame_0007_png.rf.01654d	KEPT	1.4410146474838257	1.4410146474838257	48	0.437
448	0448_nbacourt_0442_frame_0002_png.rf.90db36.jpg	nbacourt_0442_frame_0002_png.rf.90db36	KEPT	1.4382013082504272	1.4382013082504272	110	0.324
449	0449_nbacourt_1289_frame_0006_png.rf.c5b546.jpg	nbacourt_1289_frame_0006_png.rf.c5b546	KEPT	1.4377176761627197	1.4377176761627197	75	0.316
450	0450_nbacourt_1295_frame_0006_png.rf.d050aa.jpg	nbacourt_1295_frame_0006_png.rf.d050aa	KEPT	1.4376311302185059	1.4376311302185059	115	0.336
451	0451_nbacourt_1337_frame_0007_png.rf.019a77.jpg	nbacourt_1337_frame_0007_png.rf.019a77	KEPT	1.436739444732666	1.436739444732666	100	0.178
452	0452_nbacourt_1015_frame_0005_png.rf.4d8658.jpg	nbacourt_1015_frame_0005_png.rf.4d8658	KEPT	1.4356977939605713	1.4356977939605713	117	0.423
453	0453_nbacourt_2238_frame_0009_png.rf.d9ee29.jpg	nbacourt_2238_frame_0009_png.rf.d9ee29	KEPT	1.4349862337112427	1.4349862337112427	132	0.373
454	0454_nbacourt_1309_frame_0006_png.rf.dad92a.jpg	nbacourt_1309_frame_0006_png.rf.dad92a	KEPT	1.4340403079986572	1.4340403079986572	79	0.176
455	0455_nbacourt_1021_frame_0005_png.rf.59c818.jpg	nbacourt_1021_frame_0005_png.rf.59c818	KEPT	1.430318832397461	1.430318832397461	84	0.462
456	0456_nbacourt_0546_frame_0003_png.rf.11089c.jpg	nbacourt_0546_frame_0003_png.rf.11089c	KEPT	1.4288544654846191	1.4288544654846191	111	0.201
457	0457_nbacourt_1256_frame_0006_png.rf.8b0e95.jpg	nbacourt_1256_frame_0006_png.rf.8b0e95	KEPT	1.4280903339385986	1.4280903339385986	104	0.302
458	0458_nbacourt_1404_frame_0007_png.rf.6e96e9.jpg	nbacourt_1404_frame_0007_png.rf.6e96e9	KEPT	1.4275870323181152	1.4275870323181152	140	0.413
459	0459_nbacourt_0401_frame_0002_png.rf.5df3cd.jpg	nbacourt_0401_frame_0002_png.rf.5df3cd	KEPT	1.4263867139816284	1.4263867139816284	81	0.472
460	0460_nbacourt_0056_frame_0000_png.rf.6cc968.jpg	nbacourt_0056_frame_0000_png.rf.6cc968	KEPT	1.421770691871643	1.421770691871643	135	0.422
461	0461_nbacourt_1982_frame_0000_png.rf.537247.jpg	nbacourt_1982_frame_0000_png.rf.537247	KEPT	1.4200119972229004	1.4200119972229004	130	0.561
462	0462_nbacourt_1107_frame_0005_png.rf.bbb142.jpg	nbacourt_1107_frame_0005_png.rf.bbb142	KEPT	1.4108301401138306	1.4108301401138306	59	0.499
463	0463_nbacourt_1060_frame_0005_png.rf.873675.jpg	nbacourt_1060_frame_0005_png.rf.873675	KEPT	1.4044053554534912	1.4044053554534912	71	0.308
464	0464_nbacourt_0525_frame_0002_png.rf.f57c59.jpg	nbacourt_0525_frame_0002_png.rf.f57c59	KEPT	1.4002407789230347	1.4002407789230347	48	0.249
465	0465_nbacourt_1707_frame_0010_png.rf.3b8aab.jpg	nbacourt_1707_frame_0010_png.rf.3b8aab	KEPT	1.3991093635559082	1.3991093635559082	76	0.204
466	0466_nbacourt_1330_frame_0006_png.rf.f94f5c.jpg	nbacourt_1330_frame_0006_png.rf.f94f5c	KEPT	1.3983055353164673	1.3983055353164673	107	0.288
467	0467_nbacourt_1718_frame_0010_png.rf.719ba3.jpg	nbacourt_1718_frame_0010_png.rf.719ba3	KEPT	1.397217869758606	1.397217869758606	114	0.369
468	0468_nbacourt_0047_frame_0000_png.rf.572ab5.jpg	nbacourt_0047_frame_0000_png.rf.572ab5	KEPT	1.3938301801681519	1.3938301801681519	98	0.255
469	0469_nbacourt_1721_frame_0010_png.rf.7b85f0.jpg	nbacourt_1721_frame_0010_png.rf.7b85f0	KEPT	1.3912043571472168	1.3912043571472168	48	0.259
470	0470_nbacourt_1965_frame_0030_png.rf.c2e9aa.jpg	nbacourt_1965_frame_0030_png.rf.c2e9aa	KEPT	1.386887550354004	1.386887550354004	60	0.416
471	0471_nbacourt_1152_frame_0005_png.rf.ecad5a.jpg	nbacourt_1152_frame_0005_png.rf.ecad5a	KEPT	1.3840928077697754	1.3840928077697754	120	0.308
472	0472_nbacourt_1591_frame_0008_png.rf.df9ef8.jpg	nbacourt_1591_frame_0008_png.rf.df9ef8	KEPT	1.3827731609344482	1.3827731609344482	65	0.378
473	0473_nbacourt_0356_frame_0002_png.rf.2b3f20.jpg	nbacourt_0356_frame_0002_png.rf.2b3f20	KEPT	1.3803610801696777	1.3803610801696777	106	0.441
474	0474_nbacourt_1865_frame_0014_png.rf.6bbe06.jpg	nbacourt_1865_frame_0014_png.rf.6bbe06	KEPT	1.3789727687835693	1.3789727687835693	76	0.255
475	0475_nbacourt_1708_frame_0010_png.rf.3e9544.jpg	nbacourt_1708_frame_0010_png.rf.3e9544	KEPT	1.3769934177398682	1.3769934177398682	110	0.434
476	0476_nbacourt_1938_frame_0020_png.rf.a54b9b.jpg	nbacourt_1938_frame_0020_png.rf.a54b9b	KEPT	1.3765044212341309	1.3765044212341309	109	0.421
477	0477_nbacourt_1967_frame_0030_png.rf.ed3eb7.jpg	nbacourt_1967_frame_0030_png.rf.ed3eb7	KEPT	1.3747642040252686	1.3747642040252686	63	0.438
478	0478_nbacourt_0717_frame_0003_png.rf.d77228.jpg	nbacourt_0717_frame_0003_png.rf.d77228	KEPT	1.3741248846054077	1.3741248846054077	108	0.223
479	0479_nbacourt_0088_frame_0000_png.rf.acd1b3.jpg	nbacourt_0088_frame_0000_png.rf.acd1b3	KEPT	1.372971773147583	1.372971773147583	123	0.382
480	0480_nbacourt_0732_frame_0003_png.rf.edff90.jpg	nbacourt_0732_frame_0003_png.rf.edff90	KEPT	1.3727450370788574	1.3727450370788574	104	0.464
481	0481_nbacourt_2017_frame_0002_png.rf.acc5b0.jpg	nbacourt_2017_frame_0002_png.rf.acc5b0	KEPT	1.3723294734954834	1.3723294734954834	65	0.416
482	0482_nbacourt_1629_frame_0009_png.rf.485931.jpg	nbacourt_1629_frame_0009_png.rf.485931	KEPT	1.3710272312164307	1.3710272312164307	60	0.280
483	0483_nbacourt_1078_frame_0005_png.rf.a4d84a.jpg	nbacourt_1078_frame_0005_png.rf.a4d84a	KEPT	1.3654990196228027	1.3654990196228027	83	0.367
484	0484_nbacourt_2177_frame_0001_png.rf.235274.jpg	nbacourt_2177_frame_0001_png.rf.235274	KEPT	1.3645098209381104	1.3645098209381104	91	0.623
485	0485_nbacourt_0339_frame_0002_png.rf.0cb004.jpg	nbacourt_0339_frame_0002_png.rf.0cb004	KEPT	1.3602215051651	1.3602215051651	50	0.408
486	0486_nbacourt_1937_frame_0020_png.rf.891585.jpg	nbacourt_1937_frame_0020_png.rf.891585	KEPT	1.352524995803833	1.352524995803833	110	0.176
487	0487_nbacourt_0262_frame_0001_png.rf.a77cec.jpg	nbacourt_0262_frame_0001_png.rf.a77cec	KEPT	1.3511213064193726	1.3511213064193726	73	0.276
488	0488_nbacourt_0265_frame_0001_png.rf.aa0d8c.jpg	nbacourt_0265_frame_0001_png.rf.aa0d8c	KEPT	1.3511213064193726	1.3511213064193726	59	0.194
489	0489_nbacourt_0778_frame_0004_png.rf.286beb.jpg	nbacourt_0778_frame_0004_png.rf.286beb	KEPT	1.3493742942810059	1.3493742942810059	134	0.320
490	0490_nbacourt_0589_frame_0003_png.rf.4348d8.jpg	nbacourt_0589_frame_0003_png.rf.4348d8	KEPT	1.3486742973327637	1.3486742973327637	78	0.223
491	0491_nbacourt_0131_frame_0000_png.rf.f3d370.jpg	nbacourt_0131_frame_0000_png.rf.f3d370	KEPT	1.346595048904419	1.346595048904419	37	0.272
492	0492_nbacourt_0962_frame_0005_png.rf.0d0ec3.jpg	nbacourt_0962_frame_0005_png.rf.0d0ec3	KEPT	1.3458068370819092	1.3458068370819092	86	0.226
493	0493_nbacourt_0538_frame_0003_png.rf.04c724.jpg	nbacourt_0538_frame_0003_png.rf.04c724	KEPT	1.3442130088806152	1.3442130088806152	85	0.527
494	0494_nbacourt_1888_frame_0016_png.rf.627af0.jpg	nbacourt_1888_frame_0016_png.rf.627af0	KEPT	1.342894434928894	1.342894434928894	147	0.423
495	0495_nbacourt_0601_frame_0003_png.rf.55bf7b.jpg	nbacourt_0601_frame_0003_png.rf.55bf7b	KEPT	1.34089195728302	1.34089195728302	74	0.347
496	0496_nbacourt_0564_frame_0003_png.rf.2662a0.jpg	nbacourt_0564_frame_0003_png.rf.2662a0	KEPT	1.3383164405822754	1.3383164405822754	93	0.533
497	0497_nbacourt_0493_frame_0002_png.rf.cfccb2.jpg	nbacourt_0493_frame_0002_png.rf.cfccb2	KEPT	1.3379966020584106	1.3379966020584106	57	0.265
498	0498_nbacourt_1362_frame_0007_png.rf.241fd3.jpg	nbacourt_1362_frame_0007_png.rf.241fd3	KEPT	1.336911678314209	1.336911678314209	62	0.322
499	0499_nbacourt_1132_frame_0005_png.rf.d72342.jpg	nbacourt_1132_frame_0005_png.rf.d72342	KEPT	1.332857608795166	1.332857608795166	90	0.272
500	0500_nbacourt_0964_frame_0005_png.rf.0fb1b0.jpg	nbacourt_0964_frame_0005_png.rf.0fb1b0	KEPT	1.3302438259124756	1.3302438259124756	119	0.421
501	0501_nbacourt_0699_frame_0003_png.rf.c6c716.jpg	nbacourt_0699_frame_0003_png.rf.c6c716	KEPT	1.32236909866333	1.32236909866333	108	0.330
