rank	file	frame	game	floor_frac	old-aug_sane	old-aug_res	old-aug_match	old-aug_pts	NEW-33_sane	NEW-33_res	NEW-33_match	NEW-33_pts	NEW-grid_sane	NEW-grid_res	NEW-grid_match	NEW-grid_pts
869	0869_8Ap3jYl0nAA_s3300_t0030.jpg	8Ap3jYl0nAA_s3300_t0030	2019 TOR@PHI	0.195	1	6.324186325073242	29	11	1	5.481577396392822	52	11	1	4.846583843231201	57	25
870	0870_qAeUUwn-A8s_s2580_t0232.jpg	qAeUUwn-A8s_s2580_t0232	2024 DEN@MIN	0.547	1	nan	17	6	1	5.414083957672119	37	9	1	4.845346927642822	61	45
871	0871_qAeUUwn-A8s_s4200_t0174.jpg	qAeUUwn-A8s_s4200_t0174	2024 DEN@MIN	0.379	0	nan	0	0	1	4.495167255401611	64	12	1	4.841977119445801	88	29
872	0872_92fLApYaCGI_s1380_t0006.jpg	92fLApYaCGI_s1380_t0006	1998 CHI@UTA	0.295	0	nan	0	0	1	nan	17	11	1	4.8396148681640625	26	28
873	0873_qAeUUwn-A8s_s2580_t0084.jpg	qAeUUwn-A8s_s2580_t0084	2024 DEN@MIN	0.418	1	4.737617015838623	46	12	1	4.829298973083496	71	12	1	4.835904121398926	64	39
874	0874_qAeUUwn-A8s_s2580_t0024.jpg	qAeUUwn-A8s_s2580_t0024	2024 DEN@MIN	0.404	1	3.4721269607543945	108	11	1	4.484073162078857	101	14	1	4.835314750671387	64	42
875	0875_H56iR3188P0_s6540_t0066.jpg	H56iR3188P0_s6540_t0066	2013 SAS@MIA	0.170	0	nan	0	0	0	nan	0	0	1	4.834532737731934	34	53
876	0876_H56iR3188P0_s6540_t0144.jpg	H56iR3188P0_s6540_t0144	2013 SAS@MIA	0.250	0	nan	0	0	1	4.16035270690918	33	11	1	4.8307342529296875	31	24
877	0877_qAeUUwn-A8s_s1020_t0016.jpg	qAeUUwn-A8s_s1020_t0016	2024 DEN@MIN	0.353	0	nan	0	0	1	3.9725804328918457	61	12	1	4.82742166519165	61	30
878	0878_92fLApYaCGI_s1380_t0196.jpg	92fLApYaCGI_s1380_t0196	1998 CHI@UTA	0.271	0	nan	0	15	1	2.2423477172851562	20	14	1	4.825145721435547	20	38
879	0879_8Ap3jYl0nAA_s5340_t0046.jpg	8Ap3jYl0nAA_s5340_t0046	2019 TOR@PHI	0.215	1	4.877344131469727	56	13	1	4.62069034576416	51	14	1	4.822688579559326	46	37
880	0880_92fLApYaCGI_s1380_t0238.jpg	92fLApYaCGI_s1380_t0238	1998 CHI@UTA	0.168	0	nan	0	0	1	nan	16	18	1	4.810920715332031	24	41
881	0881_8Ap3jYl0nAA_s5340_t0054.jpg	8Ap3jYl0nAA_s5340_t0054	2019 TOR@PHI	0.228	0	nan	0	0	0	nan	0	0	1	4.799816131591797	28	35
882	0882_8Ap3jYl0nAA_s1320_t0260.jpg	8Ap3jYl0nAA_s1320_t0260	2019 TOR@PHI	0.192	1	6.438169956207275	35	12	1	4.83937931060791	28	12	1	4.797039031982422	60	31
883	0883_8Ap3jYl0nAA_s1320_t0292.jpg	8Ap3jYl0nAA_s1320_t0292	2019 TOR@PHI	0.211	1	6.132770538330078	49	12	1	4.794960021972656	45	15	1	4.7896599769592285	66	37
884	0884_H56iR3188P0_s4080_t0284.jpg	H56iR3188P0_s4080_t0284	2013 SAS@MIA	0.149	0	nan	0	0	1	3.60556960105896	41	12	1	4.787548542022705	73	36
885	0885_qAeUUwn-A8s_s2580_t0098.jpg	qAeUUwn-A8s_s2580_t0098	2024 DEN@MIN	0.478	1	4.49400520324707	46	9	1	4.63136100769043	60	15	1	4.780892372131348	50	41
886	0886_92fLApYaCGI_s5580_t0082.jpg	92fLApYaCGI_s5580_t0082	1998 CHI@UTA	0.288	1	nan	15	12	1	nan	11	13	1	4.778703212738037	21	40
887	0887_qAeUUwn-A8s_s1020_t0106.jpg	qAeUUwn-A8s_s1020_t0106	2024 DEN@MIN	0.422	1	5.500007152557373	51	15	1	5.513033866882324	66	12	1	4.773200511932373	93	33
888	0888_8Ap3jYl0nAA_s5340_t0126.jpg	8Ap3jYl0nAA_s5340_t0126	2019 TOR@PHI	0.209	1	5.3432087898254395	43	13	1	4.5000104904174805	33	13	1	4.772851467132568	67	36
889	0889_8Ap3jYl0nAA_s5340_t0232.jpg	8Ap3jYl0nAA_s5340_t0232	2019 TOR@PHI	0.174	1	4.535299301147461	26	15	1	5.472867012023926	54	10	1	4.766166687011719	39	30
890	0890_qAeUUwn-A8s_s4200_t0226.jpg	qAeUUwn-A8s_s4200_t0226	2024 DEN@MIN	0.416	1	4.2774505615234375	87	12	1	4.692479133605957	90	14	1	4.76531457901001	93	38
891	0891_H56iR3188P0_s4080_t0154.jpg	H56iR3188P0_s4080_t0154	2013 SAS@MIA	0.164	0	nan	0	0	1	6.006665229797363	35	12	1	4.763751029968262	33	42
892	0892_8Ap3jYl0nAA_s3300_t0132.jpg	8Ap3jYl0nAA_s3300_t0132	2019 TOR@PHI	0.204	1	4.4240617752075195	29	13	1	4.703149795532227	36	16	1	4.760787487030029	49	37
893	0893_qAeUUwn-A8s_s1020_t0218.jpg	qAeUUwn-A8s_s1020_t0218	2024 DEN@MIN	0.538	0	nan	0	3	1	4.690723419189453	50	10	1	4.747805595397949	50	45
894	0894_8Ap3jYl0nAA_s5340_t0292.jpg	8Ap3jYl0nAA_s5340_t0292	2019 TOR@PHI	0.155	0	nan	0	0	1	5.057220935821533	22	11	1	4.744870185852051	34	21
895	0895_H56iR3188P0_s6540_t0268.jpg	H56iR3188P0_s6540_t0268	2013 SAS@MIA	0.128	0	nan	0	0	0	nan	0	0	1	4.731348514556885	39	37
896	0896_qAeUUwn-A8s_s1020_t0214.jpg	qAeUUwn-A8s_s1020_t0214	2024 DEN@MIN	0.529	0	nan	0	0	1	3.5000197887420654	81	10	1	4.725208759307861	72	39
897	0897_qAeUUwn-A8s_s4200_t0074.jpg	qAeUUwn-A8s_s4200_t0074	2024 DEN@MIN	0.442	1	5.0826191902160645	91	12	1	4.300591468811035	76	13	1	4.721205711364746	63	40
898	0898_8Ap3jYl0nAA_s5340_t0056.jpg	8Ap3jYl0nAA_s5340_t0056	2019 TOR@PHI	0.176	0	nan	0	0	1	3.5000007152557373	50	17	1	4.712592124938965	49	54
899	0899_qAeUUwn-A8s_s2580_t0238.jpg	qAeUUwn-A8s_s2580_t0238	2024 DEN@MIN	0.436	1	4.065191268920898	57	11	1	3.366504430770874	92	12	1	4.704727649688721	61	29
900	0900_8Ap3jYl0nAA_s5340_t0048.jpg	8Ap3jYl0nAA_s5340_t0048	2019 TOR@PHI	0.215	1	5.550566673278809	37	12	1	4.925732612609863	45	12	1	4.69746732711792	37	32
901	0901_qAeUUwn-A8s_s4200_t0214.jpg	qAeUUwn-A8s_s4200_t0214	2024 DEN@MIN	0.491	0	nan	0	0	1	4.500181674957275	83	9	1	4.6898579597473145	68	28
902	0902_92fLApYaCGI_s1380_t0254.jpg	92fLApYaCGI_s1380_t0254	1998 CHI@UTA	0.287	0	nan	0	14	1	4.3728227615356445	48	16	1	4.687443733215332	48	40
903	0903_8Ap3jYl0nAA_s1320_t0154.jpg	8Ap3jYl0nAA_s1320_t0154	2019 TOR@PHI	0.272	1	4.603302001953125	41	15	1	5.537398338317871	34	13	1	4.6873908042907715	60	35
904	0904_qAeUUwn-A8s_s1020_t0022.jpg	qAeUUwn-A8s_s1020_t0022	2024 DEN@MIN	0.449	0	nan	0	0	1	5.689983367919922	78	15	1	4.685738563537598	62	42
905	0905_qAeUUwn-A8s_s2580_t0080.jpg	qAeUUwn-A8s_s2580_t0080	2024 DEN@MIN	0.456	1	5.08669376373291	86	10	1	4.805264472961426	88	13	1	4.685220241546631	82	43
906	0906_92fLApYaCGI_s3480_t0072.jpg	92fLApYaCGI_s3480_t0072	1998 CHI@UTA	0.371	1	4.584859848022461	56	7	0	nan	0	0	1	4.685103893280029	22	31
907	0907_H56iR3188P0_s1620_t0290.jpg	H56iR3188P0_s1620_t0290	2013 SAS@MIA	0.183	0	nan	0	0	1	3.8054027557373047	43	15	1	4.683576583862305	42	43
908	0908_qAeUUwn-A8s_s4200_t0044.jpg	qAeUUwn-A8s_s4200_t0044	2024 DEN@MIN	0.470	0	nan	0	14	1	4.401238441467285	76	12	1	4.681323051452637	70	30
909	0909_H56iR3188P0_s6540_t0048.jpg	H56iR3188P0_s6540_t0048	2013 SAS@MIA	0.174	0	nan	0	0	1	5.014731407165527	60	16	1	4.681293964385986	45	46
910	0910_qAeUUwn-A8s_s4200_t0228.jpg	qAeUUwn-A8s_s4200_t0228	2024 DEN@MIN	0.382	0	nan	0	0	1	3.4922103881835938	73	11	1	4.6703643798828125	78	30
911	0911_8Ap3jYl0nAA_s5340_t0060.jpg	8Ap3jYl0nAA_s5340_t0060	2019 TOR@PHI	0.128	0	nan	0	0	1	3.849867582321167	45	15	1	4.6652350425720215	69	42
912	0912_8Ap3jYl0nAA_s3300_t0244.jpg	8Ap3jYl0nAA_s3300_t0244	2019 TOR@PHI	0.154	0	nan	0	0	1	6.679817199707031	27	8	1	4.66046142578125	42	19
913	0913_8Ap3jYl0nAA_s3300_t0202.jpg	8Ap3jYl0nAA_s3300_t0202	2019 TOR@PHI	0.225	0	nan	0	0	1	5.528581619262695	27	11	1	4.660027503967285	35	27
914	0914_qAeUUwn-A8s_s2580_t0064.jpg	qAeUUwn-A8s_s2580_t0064	2024 DEN@MIN	0.372	1	3.6731741428375244	46	12	1	4.194755554199219	66	12	1	4.659615516662598	76	35
915	0915_H56iR3188P0_s1620_t0164.jpg	H56iR3188P0_s1620_t0164	2013 SAS@MIA	0.127	0	nan	0	0	1	4.925817489624023	40	14	1	4.658781051635742	39	33
916	0916_H56iR3188P0_s6540_t0122.jpg	H56iR3188P0_s6540_t0122	2013 SAS@MIA	0.245	0	nan	0	0	1	5.576850414276123	31	11	1	4.656821250915527	58	27
917	0917_8Ap3jYl0nAA_s5340_t0010.jpg	8Ap3jYl0nAA_s5340_t0010	2019 TOR@PHI	0.146	1	4.499978542327881	43	11	1	4.937228202819824	56	13	1	4.654913425445557	72	38
918	0918_8Ap3jYl0nAA_s3300_t0130.jpg	8Ap3jYl0nAA_s3300_t0130	2019 TOR@PHI	0.134	0	nan	0	0	1	4.668174743652344	38	12	1	4.6490702629089355	80	30
919	0919_8Ap3jYl0nAA_s5340_t0234.jpg	8Ap3jYl0nAA_s5340_t0234	2019 TOR@PHI	0.203	1	4.601240158081055	57	10	1	4.277872562408447	29	10	1	4.648603439331055	28	32
920	0920_H56iR3188P0_s4080_t0036.jpg	H56iR3188P0_s4080_t0036	2013 SAS@MIA	0.163	0	nan	0	0	1	nan	19	10	1	4.648489952087402	26	42
921	0921_qAeUUwn-A8s_s1020_t0224.jpg	qAeUUwn-A8s_s1020_t0224	2024 DEN@MIN	0.427	1	3.0648393630981445	51	12	1	3.5000033378601074	93	14	1	4.64544677734375	67	36
922	0922_8Ap3jYl0nAA_s5340_t0076.jpg	8Ap3jYl0nAA_s5340_t0076	2019 TOR@PHI	0.139	1	4.32765007019043	52	15	1	4.813735008239746	45	12	1	4.645124435424805	63	25
923	0923_8Ap3jYl0nAA_s3300_t0076.jpg	8Ap3jYl0nAA_s3300_t0076	2019 TOR@PHI	0.217	1	3.8223254680633545	32	12	1	4.946768760681152	58	14	1	4.64470100402832	40	33
924	0924_H56iR3188P0_s6540_t0056.jpg	H56iR3188P0_s6540_t0056	2013 SAS@MIA	0.179	1	7.286888599395752	41	13	1	6.653705596923828	30	16	1	4.643149375915527	36	48
925	0925_H56iR3188P0_s4080_t0298.jpg	H56iR3188P0_s4080_t0298	2013 SAS@MIA	0.190	0	nan	0	0	1	4.4999847412109375	53	12	1	4.643037796020508	60	38
926	0926_8Ap3jYl0nAA_s1320_t0250.jpg	8Ap3jYl0nAA_s1320_t0250	2019 TOR@PHI	0.358	0	nan	0	3	1	5.417396545410156	77	12	1	4.618443965911865	53	48
927	0927_H56iR3188P0_s4080_t0132.jpg	H56iR3188P0_s4080_t0132	2013 SAS@MIA	0.489	1	5.500000476837158	61	15	0	nan	0	5	1	4.617281913757324	34	28
928	0928_qAeUUwn-A8s_s2580_t0046.jpg	qAeUUwn-A8s_s2580_t0046	2024 DEN@MIN	0.416	1	5.500116348266602	79	12	1	4.494224548339844	90	12	1	4.61470890045166	105	32
929	0929_H56iR3188P0_s4080_t0210.jpg	H56iR3188P0_s4080_t0210	2013 SAS@MIA	0.246	0	nan	0	0	1	5.379053592681885	66	12	1	4.609847545623779	85	34
930	0930_8Ap3jYl0nAA_s5340_t0242.jpg	8Ap3jYl0nAA_s5340_t0242	2019 TOR@PHI	0.139	0	nan	0	7	1	4.459812641143799	31	9	1	4.604908466339111	21	18
931	0931_qAeUUwn-A8s_s4200_t0040.jpg	qAeUUwn-A8s_s4200_t0040	2024 DEN@MIN	0.244	1	3.0409767627716064	20	11	1	4.938309192657471	29	8	1	4.602665901184082	38	35
932	0932_8Ap3jYl0nAA_s1320_t0180.jpg	8Ap3jYl0nAA_s1320_t0180	2019 TOR@PHI	0.211	1	5.512056350708008	48	9	1	4.216606616973877	47	12	1	4.598001956939697	30	30
933	0933_qAeUUwn-A8s_s4200_t0160.jpg	qAeUUwn-A8s_s4200_t0160	2024 DEN@MIN	0.378	1	5.006987571716309	42	13	1	5.500027179718018	71	16	1	4.596044063568115	67	41
934	0934_8Ap3jYl0nAA_s5340_t0298.jpg	8Ap3jYl0nAA_s5340_t0298	2019 TOR@PHI	0.159	1	5.427985191345215	32	15	1	4.549404144287109	38	18	1	4.5924906730651855	36	45
935	0935_8Ap3jYl0nAA_s5340_t0092.jpg	8Ap3jYl0nAA_s5340_t0092	2019 TOR@PHI	0.213	0	nan	0	0	1	5.173766613006592	47	15	1	4.587878704071045	57	39
936	0936_8Ap3jYl0nAA_s5340_t0230.jpg	8Ap3jYl0nAA_s5340_t0230	2019 TOR@PHI	0.136	0	nan	0	0	1	4.595815181732178	36	12	1	4.584373474121094	36	36
937	0937_8Ap3jYl0nAA_s1320_t0112.jpg	8Ap3jYl0nAA_s1320_t0112	2019 TOR@PHI	0.307	1	4.241962909698486	56	11	1	4.500190734863281	32	12	1	4.582793712615967	61	29
938	0938_8Ap3jYl0nAA_s5340_t0226.jpg	8Ap3jYl0nAA_s5340_t0226	2019 TOR@PHI	0.154	1	5.002458572387695	62	12	1	5.205923080444336	35	15	1	4.582761287689209	30	34
939	0939_8Ap3jYl0nAA_s3300_t0074.jpg	8Ap3jYl0nAA_s3300_t0074	2019 TOR@PHI	0.250	0	nan	0	0	1	5.612275123596191	67	14	1	4.579967498779297	34	36
940	0940_8Ap3jYl0nAA_s3300_t0102.jpg	8Ap3jYl0nAA_s3300_t0102	2019 TOR@PHI	0.172	1	5.372902870178223	39	12	1	4.849778175354004	44	15	1	4.5765886306762695	45	41
941	0941_qAeUUwn-A8s_s1020_t0114.jpg	qAeUUwn-A8s_s1020_t0114	2024 DEN@MIN	0.415	1	5.354333877563477	58	12	1	5.413499355316162	95	14	1	4.576429843902588	69	38
942	0942_8Ap3jYl0nAA_s1320_t0248.jpg	8Ap3jYl0nAA_s1320_t0248	2019 TOR@PHI	0.366	0	nan	0	3	1	4.500035762786865	31	9	1	4.576239585876465	46	22
943	0943_8Ap3jYl0nAA_s5340_t0086.jpg	8Ap3jYl0nAA_s5340_t0086	2019 TOR@PHI	0.207	1	5.523972034454346	43	12	1	4.239281177520752	62	15	1	4.5746331214904785	52	38
944	0944_H56iR3188P0_s1620_t0074.jpg	H56iR3188P0_s1620_t0074	2013 SAS@MIA	0.197	1	5.125435829162598	36	15	1	5.918330192565918	33	14	1	4.570891380310059	36	41
945	0945_8Ap3jYl0nAA_s3300_t0256.jpg	8Ap3jYl0nAA_s3300_t0256	2019 TOR@PHI	0.315	0	nan	0	3	1	5.253020286560059	32	8	1	4.57077169418335	37	31
946	0946_8Ap3jYl0nAA_s5340_t0064.jpg	8Ap3jYl0nAA_s5340_t0064	2019 TOR@PHI	0.120	1	5.157081604003906	34	14	1	3.7682688236236572	42	14	1	4.566944599151611	77	34
947	0947_8Ap3jYl0nAA_s1320_t0294.jpg	8Ap3jYl0nAA_s1320_t0294	2019 TOR@PHI	0.201	1	6.1440749168396	62	12	1	5.520187854766846	37	14	1	4.563848495483398	58	37
948	0948_8Ap3jYl0nAA_s3300_t0200.jpg	8Ap3jYl0nAA_s3300_t0200	2019 TOR@PHI	0.219	1	6.260105609893799	46	10	1	6.43135929107666	36	11	1	4.563667297363281	36	25
949	0949_H56iR3188P0_s4080_t0038.jpg	H56iR3188P0_s4080_t0038	2013 SAS@MIA	0.203	1	4.564078330993652	40	14	1	4.515581130981445	49	13	1	4.560832500457764	53	40
950	0950_qAeUUwn-A8s_s2580_t0252.jpg	qAeUUwn-A8s_s2580_t0252	2024 DEN@MIN	0.506	1	2.801551580429077	27	10	1	2.5000290870666504	43	11	1	4.560384750366211	48	51
951	0951_qAeUUwn-A8s_s4200_t0294.jpg	qAeUUwn-A8s_s4200_t0294	2024 DEN@MIN	0.450	1	4.725034236907959	55	12	1	7.1515583992004395	84	12	1	4.555437088012695	85	38
952	0952_92fLApYaCGI_s1380_t0092.jpg	92fLApYaCGI_s1380_t0092	1998 CHI@UTA	0.248	1	nan	16	9	1	nan	14	19	1	4.553480625152588	30	26
953	0953_8Ap3jYl0nAA_s5340_t0094.jpg	8Ap3jYl0nAA_s5340_t0094	2019 TOR@PHI	0.181	1	3.846017599105835	41	12	1	4.433570861816406	38	12	1	4.551873207092285	46	32
954	0954_qAeUUwn-A8s_s1020_t0048.jpg	qAeUUwn-A8s_s1020_t0048	2024 DEN@MIN	0.352	1	5.4999566078186035	40	9	1	3.9188239574432373	64	11	1	4.5511932373046875	81	26
955	0955_8Ap3jYl0nAA_s5340_t0124.jpg	8Ap3jYl0nAA_s5340_t0124	2019 TOR@PHI	0.257	1	3.3478336334228516	80	12	1	4.429242134094238	48	16	1	4.550919532775879	59	39
956	0956_92fLApYaCGI_s5580_t0110.jpg	92fLApYaCGI_s5580_t0110	1998 CHI@UTA	0.355	0	nan	0	0	1	7.513897895812988	24	12	1	4.549691677093506	25	39
957	0957_H56iR3188P0_s4080_t0016.jpg	H56iR3188P0_s4080_t0016	2013 SAS@MIA	0.258	0	nan	0	0	1	5.732135772705078	23	11	1	4.54476261138916	47	21
958	0958_qAeUUwn-A8s_s4200_t0118.jpg	qAeUUwn-A8s_s4200_t0118	2024 DEN@MIN	0.390	1	5.580545902252197	44	8	1	3.9801573753356934	58	10	1	4.5419840812683105	47	20
959	0959_qAeUUwn-A8s_s1020_t0060.jpg	qAeUUwn-A8s_s1020_t0060	2024 DEN@MIN	0.377	1	3.5669474601745605	68	14	1	6.057745933532715	70	15	1	4.5393290519714355	37	51
960	0960_qAeUUwn-A8s_s4200_t0150.jpg	qAeUUwn-A8s_s4200_t0150	2024 DEN@MIN	0.522	1	4.530155181884766	56	12	1	4.107884883880615	72	12	1	4.538494110107422	71	29
961	0961_qAeUUwn-A8s_s2580_t0030.jpg	qAeUUwn-A8s_s2580_t0030	2024 DEN@MIN	0.417	1	5.169323921203613	40	11	1	4.530987739562988	79	11	1	4.5363969802856445	84	29
962	0962_H56iR3188P0_s1620_t0176.jpg	H56iR3188P0_s1620_t0176	2013 SAS@MIA	0.187	0	nan	0	15	1	5.428425312042236	52	14	1	4.534757614135742	44	41
963	0963_qAeUUwn-A8s_s1020_t0220.jpg	qAeUUwn-A8s_s1020_t0220	2024 DEN@MIN	0.498	1	4.254997253417969	86	11	1	5.337751865386963	93	15	1	4.533844947814941	72	36
964	0964_92fLApYaCGI_s3480_t0284.jpg	92fLApYaCGI_s3480_t0284	1998 CHI@UTA	0.359	1	nan	2	8	1	nan	16	7	1	4.533655166625977	22	36
965	0965_H56iR3188P0_s4080_t0290.jpg	H56iR3188P0_s4080_t0290	2013 SAS@MIA	0.190	0	nan	0	0	1	5.473884582519531	41	12	1	4.533541202545166	50	30
966	0966_qAeUUwn-A8s_s4200_t0114.jpg	qAeUUwn-A8s_s4200_t0114	2024 DEN@MIN	0.399	1	5.503072738647461	39	8	1	4.500064373016357	51	10	1	4.5316009521484375	42	20
967	0967_H56iR3188P0_s4080_t0074.jpg	H56iR3188P0_s4080_t0074	2013 SAS@MIA	0.437	0	nan	0	0	1	3.5345420837402344	42	11	1	4.531591892242432	46	27
968	0968_qAeUUwn-A8s_s4200_t0218.jpg	qAeUUwn-A8s_s4200_t0218	2024 DEN@MIN	0.528	1	3.499990940093994	69	7	1	6.827510356903076	35	9	1	4.529587745666504	54	43
969	0969_H56iR3188P0_s4080_t0222.jpg	H56iR3188P0_s4080_t0222	2013 SAS@MIA	0.226	1	3.6722564697265625	46	15	1	4.139414310455322	32	15	1	4.528205394744873	34	54
970	0970_qAeUUwn-A8s_s1020_t0028.jpg	qAeUUwn-A8s_s1020_t0028	2024 DEN@MIN	0.409	0	nan	0	0	1	5.288689613342285	88	13	1	4.526262283325195	94	37
971	0971_92fLApYaCGI_s1380_t0256.jpg	92fLApYaCGI_s1380_t0256	1998 CHI@UTA	0.285	0	nan	0	0	1	4.9765119552612305	34	14	1	4.525424957275391	33	39
972	0972_92fLApYaCGI_s1380_t0000.jpg	92fLApYaCGI_s1380_t0000	1998 CHI@UTA	0.316	0	nan	0	0	1	5.5000715255737305	27	10	1	4.51389217376709	22	32
973	0973_H56iR3188P0_s1620_t0004.jpg	H56iR3188P0_s1620_t0004	2013 SAS@MIA	0.170	0	nan	0	0	1	6.397579193115234	50	14	1	4.512288570404053	71	43
974	0974_qAeUUwn-A8s_s4200_t0068.jpg	qAeUUwn-A8s_s4200_t0068	2024 DEN@MIN	0.412	1	3.6464345455169678	99	12	1	4.575911045074463	89	14	1	4.509993553161621	98	44
975	0975_H56iR3188P0_s4080_t0288.jpg	H56iR3188P0_s4080_t0288	2013 SAS@MIA	0.160	0	nan	0	0	1	4.529634952545166	42	12	1	4.509881019592285	56	30
976	0976_8Ap3jYl0nAA_s3300_t0072.jpg	8Ap3jYl0nAA_s3300_t0072	2019 TOR@PHI	0.307	1	4.006137371063232	33	9	1	5.656218528747559	42	14	1	4.50955867767334	50	43
977	0977_8Ap3jYl0nAA_s1320_t0134.jpg	8Ap3jYl0nAA_s1320_t0134	2019 TOR@PHI	0.359	0	nan	0	0	1	3.937020778656006	66	16	1	4.508994102478027	58	46
978	0978_8Ap3jYl0nAA_s1320_t0170.jpg	8Ap3jYl0nAA_s1320_t0170	2019 TOR@PHI	0.302	1	nan	19	16	1	4.080178260803223	47	14	1	4.507077693939209	55	46
979	0979_qAeUUwn-A8s_s4200_t0248.jpg	qAeUUwn-A8s_s4200_t0248	2024 DEN@MIN	0.378	1	4.841578483581543	65	12	1	4.262798309326172	89	13	1	4.506138801574707	57	39
980	0980_8Ap3jYl0nAA_s1320_t0078.jpg	8Ap3jYl0nAA_s1320_t0078	2019 TOR@PHI	0.215	0	nan	0	0	1	4.779941082000732	42	10	1	4.500133514404297	29	27
981	0981_8Ap3jYl0nAA_s3300_t0156.jpg	8Ap3jYl0nAA_s3300_t0156	2019 TOR@PHI	0.204	1	5.824721813201904	26	9	1	3.502324104309082	25	11	1	4.5000834465026855	33	24
982	0982_H56iR3188P0_s4080_t0048.jpg	H56iR3188P0_s4080_t0048	2013 SAS@MIA	0.197	0	nan	0	0	0	nan	0	0	1	4.500080108642578	59	31
983	0983_8Ap3jYl0nAA_s1320_t0246.jpg	8Ap3jYl0nAA_s1320_t0246	2019 TOR@PHI	0.312	0	nan	0	0	1	5.750533580780029	37	10	1	4.500056266784668	44	24
984	0984_qAeUUwn-A8s_s4200_t0206.jpg	qAeUUwn-A8s_s4200_t0206	2024 DEN@MIN	0.451	1	5.364490032196045	55	12	1	5.3035783767700195	68	11	1	4.500019073486328	67	32
985	0985_8Ap3jYl0nAA_s3300_t0040.jpg	8Ap3jYl0nAA_s3300_t0040	2019 TOR@PHI	0.310	0	nan	0	0	1	4.625804424285889	52	16	1	4.500015735626221	54	36
986	0986_qAeUUwn-A8s_s2580_t0214.jpg	qAeUUwn-A8s_s2580_t0214	2024 DEN@MIN	0.385	1	6.458806991577148	40	10	1	5.528757095336914	56	11	1	4.500011920928955	59	25
987	0987_8Ap3jYl0nAA_s1320_t0068.jpg	8Ap3jYl0nAA_s1320_t0068	2019 TOR@PHI	0.234	1	4.244926452636719	50	13	1	4.499989986419678	45	13	1	4.500009059906006	57	35
988	0988_8Ap3jYl0nAA_s3300_t0024.jpg	8Ap3jYl0nAA_s3300_t0024	2019 TOR@PHI	0.167	0	nan	0	0	1	4.961491584777832	22	9	1	4.500007152557373	45	16
989	0989_92fLApYaCGI_s1380_t0098.jpg	92fLApYaCGI_s1380_t0098	1998 CHI@UTA	0.308	0	nan	0	0	1	nan	16	11	1	4.500005722045898	21	35
990	0990_qAeUUwn-A8s_s2580_t0078.jpg	qAeUUwn-A8s_s2580_t0078	2024 DEN@MIN	0.488	0	nan	0	0	1	3.4795289039611816	72	14	1	4.500004768371582	51	39
991	0991_92fLApYaCGI_s1380_t0222.jpg	92fLApYaCGI_s1380_t0222	1998 CHI@UTA	0.396	1	nan	13	6	0	nan	0	0	1	4.499992847442627	34	33
992	0992_qAeUUwn-A8s_s4200_t0154.jpg	qAeUUwn-A8s_s4200_t0154	2024 DEN@MIN	0.509	1	5.247623920440674	27	6	1	4.500741481781006	49	10	1	4.499992370605469	40	48
993	0993_H56iR3188P0_s1620_t0156.jpg	H56iR3188P0_s1620_t0156	2013 SAS@MIA	0.172	0	nan	0	16	1	6.696761608123779	34	13	1	4.4999871253967285	29	42
994	0994_qAeUUwn-A8s_s1020_t0056.jpg	qAeUUwn-A8s_s1020_t0056	2024 DEN@MIN	0.459	1	5.981077194213867	41	7	1	4.416080951690674	72	15	1	4.499985694885254	37	52
995	0995_qAeUUwn-A8s_s4200_t0140.jpg	qAeUUwn-A8s_s4200_t0140	2024 DEN@MIN	0.394	1	5.289865493774414	45	8	1	5.294432163238525	50	9	1	4.4999799728393555	47	20
996	0996_H56iR3188P0_s4080_t0270.jpg	H56iR3188P0_s4080_t0270	2013 SAS@MIA	0.278	0	nan	0	0	1	4.633422374725342	31	11	1	4.499979019165039	43	28
997	0997_qAeUUwn-A8s_s1020_t0132.jpg	qAeUUwn-A8s_s1020_t0132	2024 DEN@MIN	0.409	0	nan	0	0	1	6.515653610229492	45	13	1	4.499979019165039	49	41
998	0998_qAeUUwn-A8s_s4200_t0300.jpg	qAeUUwn-A8s_s4200_t0300	2024 DEN@MIN	0.342	1	2.595235586166382	38	10	1	3.2253668308258057	56	11	1	4.499971389770508	71	29
999	0999_8Ap3jYl0nAA_s5340_t0002.jpg	8Ap3jYl0nAA_s5340_t0002	2019 TOR@PHI	0.176	1	4.711886405944824	20	13	1	3.500002145767212	23	15	1	4.499966621398926	57	43
1000	1000_8Ap3jYl0nAA_s3300_t0140.jpg	8Ap3jYl0nAA_s3300_t0140	2019 TOR@PHI	0.250	1	2.805299758911133	43	12	1	5.390388488769531	33	12	1	4.499636173248291	57	31
1001	1001_qAeUUwn-A8s_s1020_t0030.jpg	qAeUUwn-A8s_s1020_t0030	2024 DEN@MIN	0.402	0	nan	0	0	1	4.595501899719238	96	13	1	4.498734951019287	66	37
1002	1002_qAeUUwn-A8s_s4200_t0066.jpg	qAeUUwn-A8s_s4200_t0066	2024 DEN@MIN	0.408	1	5.112469673156738	52	15	1	5.500013828277588	74	14	1	4.497486591339111	47	46
1003	1003_H56iR3188P0_s1620_t0040.jpg	H56iR3188P0_s1620_t0040	2013 SAS@MIA	0.227	1	4.750647068023682	65	15	1	5.547863960266113	47	12	1	4.496960163116455	60	31
