rank	file	frame	game	floor_frac	old-aug_sane	old-aug_res	old-aug_match	old-aug_pts	NEW-33_sane	NEW-33_res	NEW-33_match	NEW-33_pts	NEW-grid_sane	NEW-grid_res	NEW-grid_match	NEW-grid_pts
600	0600_qAeUUwn-A8s_s1020_t0130.jpg	qAeUUwn-A8s_s1020_t0130	2024 DEN@MIN	0.408	0	nan	0	0	1	5.672048091888428	62	13	1	5.88630485534668	65	41
601	0601_8Ap3jYl0nAA_s1320_t0178.jpg	8Ap3jYl0nAA_s1320_t0178	2019 TOR@PHI	0.266	1	3.466937780380249	56	12	1	6.134185791015625	46	16	1	5.873946666717529	69	41
602	0602_qAeUUwn-A8s_s1020_t0004.jpg	qAeUUwn-A8s_s1020_t0004	2024 DEN@MIN	0.397	1	3.500643730163574	63	12	1	3.499974489212036	75	15	1	5.871654987335205	85	39
603	0603_H56iR3188P0_s4080_t0080.jpg	H56iR3188P0_s4080_t0080	2013 SAS@MIA	0.263	1	nan	13	6	0	nan	0	0	1	5.85172176361084	23	45
604	0604_8Ap3jYl0nAA_s1320_t0288.jpg	8Ap3jYl0nAA_s1320_t0288	2019 TOR@PHI	0.142	1	4.35093355178833	58	14	1	5.965959072113037	31	14	1	5.850466251373291	29	41
605	0605_8Ap3jYl0nAA_s1320_t0162.jpg	8Ap3jYl0nAA_s1320_t0162	2019 TOR@PHI	0.254	1	4.389215469360352	36	9	1	3.6487607955932617	36	11	1	5.848742485046387	56	25
606	0606_92fLApYaCGI_s1380_t0094.jpg	92fLApYaCGI_s1380_t0094	1998 CHI@UTA	0.255	0	nan	0	0	1	3.552431344985962	39	16	1	5.837699890136719	32	45
607	0607_qAeUUwn-A8s_s2580_t0044.jpg	qAeUUwn-A8s_s2580_t0044	2024 DEN@MIN	0.442	1	5.935224533081055	52	12	1	3.5934250354766846	75	12	1	5.830887317657471	89	32
608	0608_8Ap3jYl0nAA_s5340_t0294.jpg	8Ap3jYl0nAA_s5340_t0294	2019 TOR@PHI	0.219	0	nan	0	0	1	5.889202117919922	56	12	1	5.813093185424805	35	31
609	0609_8Ap3jYl0nAA_s5340_t0078.jpg	8Ap3jYl0nAA_s5340_t0078	2019 TOR@PHI	0.222	1	4.499994277954102	21	11	1	5.437221050262451	73	21	1	5.805545806884766	54	40
610	0610_8Ap3jYl0nAA_s5340_t0128.jpg	8Ap3jYl0nAA_s5340_t0128	2019 TOR@PHI	0.224	1	3.7986998558044434	44	13	1	4.561089515686035	41	14	1	5.798001289367676	52	39
611	0611_qAeUUwn-A8s_s4200_t0152.jpg	qAeUUwn-A8s_s4200_t0152	2024 DEN@MIN	0.521	1	4.500195503234863	73	11	1	5.055495262145996	79	14	1	5.786515235900879	65	38
612	0612_qAeUUwn-A8s_s1020_t0038.jpg	qAeUUwn-A8s_s1020_t0038	2024 DEN@MIN	0.484	1	6.146142482757568	30	10	1	4.132379055023193	64	13	1	5.783833980560303	61	43
613	0613_H56iR3188P0_s1620_t0104.jpg	H56iR3188P0_s1620_t0104	2013 SAS@MIA	0.224	0	nan	0	15	1	nan	12	5	1	5.766792297363281	34	39
614	0614_qAeUUwn-A8s_s2580_t0100.jpg	qAeUUwn-A8s_s2580_t0100	2024 DEN@MIN	0.466	1	5.328834533691406	64	13	1	4.500604629516602	80	14	1	5.766667366027832	81	35
615	0615_H56iR3188P0_s4080_t0278.jpg	H56iR3188P0_s4080_t0278	2013 SAS@MIA	0.176	1	nan	12	15	1	4.704004764556885	24	16	1	5.754518508911133	28	52
616	0616_8Ap3jYl0nAA_s3300_t0148.jpg	8Ap3jYl0nAA_s3300_t0148	2019 TOR@PHI	0.269	1	4.4365763664245605	32	12	1	4.322251319885254	40	14	1	5.748751163482666	26	36
617	0617_8Ap3jYl0nAA_s1320_t0158.jpg	8Ap3jYl0nAA_s1320_t0158	2019 TOR@PHI	0.257	1	4.55922269821167	67	12	1	4.534423828125	51	12	1	5.7418670654296875	53	31
618	0618_qAeUUwn-A8s_s4200_t0224.jpg	qAeUUwn-A8s_s4200_t0224	2024 DEN@MIN	0.442	1	5.6941375732421875	73	12	1	5.542492866516113	100	15	1	5.735912799835205	89	37
619	0619_H56iR3188P0_s4080_t0296.jpg	H56iR3188P0_s4080_t0296	2013 SAS@MIA	0.198	0	nan	0	0	1	4.563470840454102	46	13	1	5.730792045593262	46	41
620	0620_92fLApYaCGI_s1380_t0178.jpg	92fLApYaCGI_s1380_t0178	1998 CHI@UTA	0.271	0	nan	0	0	1	6.4843363761901855	31	13	1	5.729804039001465	30	44
621	0621_8Ap3jYl0nAA_s1320_t0088.jpg	8Ap3jYl0nAA_s1320_t0088	2019 TOR@PHI	0.233	0	nan	0	12	1	4.37340784072876	57	14	1	5.726916313171387	40	34
622	0622_8Ap3jYl0nAA_s3300_t0228.jpg	8Ap3jYl0nAA_s3300_t0228	2019 TOR@PHI	0.347	1	5.499992847442627	46	10	1	3.408858299255371	60	16	1	5.724459648132324	63	49
623	0623_8Ap3jYl0nAA_s3300_t0026.jpg	8Ap3jYl0nAA_s3300_t0026	2019 TOR@PHI	0.157	0	nan	0	0	1	6.603031158447266	39	9	1	5.715350151062012	40	16
624	0624_qAeUUwn-A8s_s2580_t0254.jpg	qAeUUwn-A8s_s2580_t0254	2024 DEN@MIN	0.491	1	6.000008583068848	34	10	1	4.086174964904785	73	14	1	5.714235782623291	85	45
625	0625_92fLApYaCGI_s1380_t0292.jpg	92fLApYaCGI_s1380_t0292	1998 CHI@UTA	0.275	0	nan	0	0	1	3.4657351970672607	43	14	1	5.714176654815674	25	39
626	0626_qAeUUwn-A8s_s1020_t0078.jpg	qAeUUwn-A8s_s1020_t0078	2024 DEN@MIN	0.507	1	4.2482194900512695	60	10	1	5.5000762939453125	74	15	1	5.707266330718994	55	38
627	0627_qAeUUwn-A8s_s4200_t0162.jpg	qAeUUwn-A8s_s4200_t0162	2024 DEN@MIN	0.416	1	5.500125885009766	47	12	1	4.02759313583374	37	16	1	5.706995964050293	73	28
628	0628_8Ap3jYl0nAA_s1320_t0076.jpg	8Ap3jYl0nAA_s1320_t0076	2019 TOR@PHI	0.273	1	3.8113677501678467	47	12	1	5.941092491149902	41	13	1	5.706912517547607	59	37
629	0629_H56iR3188P0_s4080_t0064.jpg	H56iR3188P0_s4080_t0064	2013 SAS@MIA	0.314	1	nan	15	9	0	nan	0	3	1	5.700514316558838	25	34
630	0630_8Ap3jYl0nAA_s1320_t0118.jpg	8Ap3jYl0nAA_s1320_t0118	2019 TOR@PHI	0.189	1	6.431205749511719	38	12	1	4.915323257446289	47	13	1	5.698473930358887	57	36
631	0631_8Ap3jYl0nAA_s1320_t0168.jpg	8Ap3jYl0nAA_s1320_t0168	2019 TOR@PHI	0.396	1	5.122742176055908	35	6	1	5.631989479064941	26	8	1	5.668212890625	34	50
632	0632_H56iR3188P0_s1620_t0166.jpg	H56iR3188P0_s1620_t0166	2013 SAS@MIA	0.210	0	nan	0	0	1	5.803718566894531	30	10	1	5.665988445281982	27	22
633	0633_qAeUUwn-A8s_s4200_t0274.jpg	qAeUUwn-A8s_s4200_t0274	2024 DEN@MIN	0.384	0	nan	0	0	1	4.543753623962402	78	12	1	5.651148796081543	77	29
634	0634_qAeUUwn-A8s_s2580_t0260.jpg	qAeUUwn-A8s_s2580_t0260	2024 DEN@MIN	0.373	1	4.071572303771973	48	10	1	4.470992088317871	38	10	1	5.650520324707031	54	23
635	0635_8Ap3jYl0nAA_s3300_t0214.jpg	8Ap3jYl0nAA_s3300_t0214	2019 TOR@PHI	0.184	1	4.565706729888916	31	11	1	4.454992771148682	30	15	1	5.641417980194092	81	39
636	0636_H56iR3188P0_s1620_t0180.jpg	H56iR3188P0_s1620_t0180	2013 SAS@MIA	0.248	0	nan	0	0	1	4.402054309844971	45	11	1	5.6387939453125	46	27
637	0637_qAeUUwn-A8s_s4200_t0166.jpg	qAeUUwn-A8s_s4200_t0166	2024 DEN@MIN	0.423	1	3.7696754932403564	76	12	1	4.329933166503906	86	12	1	5.633674144744873	87	34
638	0638_qAeUUwn-A8s_s1020_t0044.jpg	qAeUUwn-A8s_s1020_t0044	2024 DEN@MIN	0.362	1	5.771320343017578	64	12	1	5.529752254486084	70	13	1	5.6328125	87	33
639	0639_92fLApYaCGI_s3480_t0250.jpg	92fLApYaCGI_s3480_t0250	1998 CHI@UTA	0.335	0	nan	0	0	1	nan	18	12	1	5.630964279174805	23	36
640	0640_qAeUUwn-A8s_s2580_t0186.jpg	qAeUUwn-A8s_s2580_t0186	2024 DEN@MIN	0.439	0	nan	0	9	1	4.891664028167725	45	9	1	5.630526542663574	45	20
641	0641_92fLApYaCGI_s1380_t0066.jpg	92fLApYaCGI_s1380_t0066	1998 CHI@UTA	0.240	1	nan	12	9	1	3.6460607051849365	21	10	1	5.627313613891602	30	21
642	0642_H56iR3188P0_s4080_t0008.jpg	H56iR3188P0_s4080_t0008	2013 SAS@MIA	0.307	0	nan	0	0	1	6.176374435424805	33	11	1	5.626334190368652	84	29
643	0643_H56iR3188P0_s4080_t0152.jpg	H56iR3188P0_s4080_t0152	2013 SAS@MIA	0.146	0	nan	0	0	1	4.932136058807373	36	14	1	5.625821113586426	68	43
644	0644_92fLApYaCGI_s1380_t0018.jpg	92fLApYaCGI_s1380_t0018	1998 CHI@UTA	0.249	0	nan	0	0	1	3.1951911449432373	27	16	1	5.61918306350708	26	44
645	0645_qAeUUwn-A8s_s1020_t0018.jpg	qAeUUwn-A8s_s1020_t0018	2024 DEN@MIN	0.362	1	nan	19	9	1	3.6169252395629883	89	12	1	5.6144795417785645	79	32
646	0646_qAeUUwn-A8s_s2580_t0010.jpg	qAeUUwn-A8s_s2580_t0010	2024 DEN@MIN	0.396	0	nan	0	15	1	5.371181964874268	67	13	1	5.609853744506836	56	43
647	0647_8Ap3jYl0nAA_s1320_t0060.jpg	8Ap3jYl0nAA_s1320_t0060	2019 TOR@PHI	0.272	1	4.737614154815674	42	7	1	4.489174842834473	60	17	1	5.605313301086426	48	43
648	0648_8Ap3jYl0nAA_s3300_t0138.jpg	8Ap3jYl0nAA_s3300_t0138	2019 TOR@PHI	0.214	1	3.1297833919525146	53	12	1	4.97389030456543	38	12	1	5.602941989898682	65	33
649	0649_H56iR3188P0_s4080_t0172.jpg	H56iR3188P0_s4080_t0172	2013 SAS@MIA	0.218	0	nan	0	14	1	5.576479911804199	35	15	1	5.597090721130371	34	41
650	0650_8Ap3jYl0nAA_s1320_t0296.jpg	8Ap3jYl0nAA_s1320_t0296	2019 TOR@PHI	0.162	0	nan	0	0	1	nan	10	11	1	5.5947747230529785	22	25
651	0651_8Ap3jYl0nAA_s3300_t0034.jpg	8Ap3jYl0nAA_s3300_t0034	2019 TOR@PHI	0.322	0	nan	0	4	0	nan	0	0	1	5.589555740356445	28	42
652	0652_qAeUUwn-A8s_s2580_t0074.jpg	qAeUUwn-A8s_s2580_t0074	2024 DEN@MIN	0.403	1	4.343596935272217	49	9	1	4.507782936096191	74	12	1	5.58668327331543	78	29
653	0653_8Ap3jYl0nAA_s3300_t0116.jpg	8Ap3jYl0nAA_s3300_t0116	2019 TOR@PHI	0.134	1	4.653905868530273	44	11	1	4.498988628387451	41	12	1	5.586349010467529	55	35
654	0654_H56iR3188P0_s6540_t0120.jpg	H56iR3188P0_s6540_t0120	2013 SAS@MIA	0.243	0	nan	0	0	1	6.155704498291016	34	11	1	5.5830230712890625	54	28
655	0655_8Ap3jYl0nAA_s3300_t0182.jpg	8Ap3jYl0nAA_s3300_t0182	2019 TOR@PHI	0.183	1	4.993463516235352	36	11	1	3.3249733448028564	46	13	1	5.580541133880615	56	33
656	0656_qAeUUwn-A8s_s4200_t0070.jpg	qAeUUwn-A8s_s4200_t0070	2024 DEN@MIN	0.446	1	4.652748107910156	70	12	1	4.458367347717285	76	14	1	5.5781707763671875	63	37
657	0657_H56iR3188P0_s6540_t0114.jpg	H56iR3188P0_s6540_t0114	2013 SAS@MIA	0.250	0	nan	0	0	1	3.8024868965148926	26	11	1	5.5766921043396	38	28
658	0658_qAeUUwn-A8s_s1020_t0232.jpg	qAeUUwn-A8s_s1020_t0232	2024 DEN@MIN	0.441	1	6.1680684089660645	39	9	1	4.413577079772949	60	11	1	5.567662239074707	59	27
659	0659_8Ap3jYl0nAA_s1320_t0082.jpg	8Ap3jYl0nAA_s1320_t0082	2019 TOR@PHI	0.332	1	5.509827136993408	21	9	1	4.952129364013672	74	15	1	5.566241264343262	51	44
660	0660_qAeUUwn-A8s_s1020_t0064.jpg	qAeUUwn-A8s_s1020_t0064	2024 DEN@MIN	0.409	1	4.848871231079102	60	12	1	5.500020503997803	89	14	1	5.5620927810668945	84	38
661	0661_qAeUUwn-A8s_s4200_t0216.jpg	qAeUUwn-A8s_s4200_t0216	2024 DEN@MIN	0.521	0	nan	0	0	1	4.518711090087891	62	10	1	5.557056427001953	63	36
662	0662_H56iR3188P0_s1620_t0120.jpg	H56iR3188P0_s1620_t0120	2013 SAS@MIA	0.278	0	nan	0	0	1	4.91007137298584	47	11	1	5.54431676864624	50	28
663	0663_qAeUUwn-A8s_s4200_t0280.jpg	qAeUUwn-A8s_s4200_t0280	2024 DEN@MIN	0.522	0	nan	0	3	1	4.5000786781311035	43	8	1	5.541935443878174	37	31
664	0664_8Ap3jYl0nAA_s3300_t0120.jpg	8Ap3jYl0nAA_s3300_t0120	2019 TOR@PHI	0.125	1	5.353670120239258	51	12	1	4.533542633056641	52	13	1	5.540683746337891	38	31
665	0665_H56iR3188P0_s6540_t0146.jpg	H56iR3188P0_s6540_t0146	2013 SAS@MIA	0.258	0	nan	0	0	1	5.551839351654053	23	11	1	5.5394158363342285	20	26
666	0666_8Ap3jYl0nAA_s3300_t0054.jpg	8Ap3jYl0nAA_s3300_t0054	2019 TOR@PHI	0.250	1	4.523451328277588	48	11	1	5.654947757720947	71	15	1	5.535234451293945	46	39
667	0667_H56iR3188P0_s4080_t0292.jpg	H56iR3188P0_s4080_t0292	2013 SAS@MIA	0.266	1	5.779149532318115	41	10	0	nan	0	0	1	5.534791469573975	31	41
668	0668_qAeUUwn-A8s_s4200_t0054.jpg	qAeUUwn-A8s_s4200_t0054	2024 DEN@MIN	0.447	1	5.01729679107666	83	12	1	4.7443623542785645	80	12	1	5.5343780517578125	87	34
669	0669_H56iR3188P0_s1620_t0240.jpg	H56iR3188P0_s1620_t0240	2013 SAS@MIA	0.331	1	4.500169277191162	25	12	1	5.773865699768066	36	13	1	5.531975269317627	37	39
670	0670_qAeUUwn-A8s_s4200_t0266.jpg	qAeUUwn-A8s_s4200_t0266	2024 DEN@MIN	0.471	1	5.216652870178223	64	14	1	5.973125457763672	77	15	1	5.529474258422852	73	48
671	0671_8Ap3jYl0nAA_s3300_t0150.jpg	8Ap3jYl0nAA_s3300_t0150	2019 TOR@PHI	0.228	1	4.415509223937988	40	12	1	3.4690892696380615	36	12	1	5.52377986907959	46	29
672	0672_8Ap3jYl0nAA_s3300_t0190.jpg	8Ap3jYl0nAA_s3300_t0190	2019 TOR@PHI	0.165	1	5.056303024291992	31	9	1	6.133913993835449	26	11	1	5.514952659606934	67	23
673	0673_H56iR3188P0_s4080_t0280.jpg	H56iR3188P0_s4080_t0280	2013 SAS@MIA	0.147	0	nan	0	0	1	5.377432346343994	23	14	1	5.514264106750488	38	45
674	0674_H56iR3188P0_s4080_t0274.jpg	H56iR3188P0_s4080_t0274	2013 SAS@MIA	0.264	0	nan	0	0	1	5.178321838378906	76	14	1	5.51332950592041	87	41
675	0675_92fLApYaCGI_s5580_t0222.jpg	92fLApYaCGI_s5580_t0222	1998 CHI@UTA	0.203	1	nan	12	13	1	nan	16	14	1	5.512628555297852	20	34
676	0676_qAeUUwn-A8s_s2580_t0076.jpg	qAeUUwn-A8s_s2580_t0076	2024 DEN@MIN	0.526	0	nan	0	0	1	4.662405967712402	59	15	1	5.511160850524902	65	36
677	0677_qAeUUwn-A8s_s2580_t0018.jpg	qAeUUwn-A8s_s2580_t0018	2024 DEN@MIN	0.418	1	4.733239650726318	54	14	1	5.361447811126709	93	14	1	5.511148929595947	56	43
678	0678_92fLApYaCGI_s5580_t0024.jpg	92fLApYaCGI_s5580_t0024	1998 CHI@UTA	0.272	1	5.986513137817383	36	13	1	2.5093460083007812	31	13	1	5.507290840148926	25	40
679	0679_H56iR3188P0_s1620_t0298.jpg	H56iR3188P0_s1620_t0298	2013 SAS@MIA	0.209	1	4.8964080810546875	30	13	1	4.256364345550537	43	13	1	5.506921291351318	81	40
680	0680_92fLApYaCGI_s1380_t0096.jpg	92fLApYaCGI_s1380_t0096	1998 CHI@UTA	0.292	0	nan	0	0	1	3.4912009239196777	35	12	1	5.500105381011963	28	37
681	0681_8Ap3jYl0nAA_s3300_t0110.jpg	8Ap3jYl0nAA_s3300_t0110	2019 TOR@PHI	0.220	0	nan	0	0	1	5.015097618103027	34	10	1	5.500013828277588	33	28
682	0682_qAeUUwn-A8s_s1020_t0128.jpg	qAeUUwn-A8s_s1020_t0128	2024 DEN@MIN	0.408	0	nan	0	15	1	5.231278419494629	60	14	1	5.500004768371582	45	39
683	0683_8Ap3jYl0nAA_s5340_t0040.jpg	8Ap3jYl0nAA_s5340_t0040	2019 TOR@PHI	0.179	1	5.185935020446777	40	13	1	3.205650568008423	29	14	1	5.500002861022949	71	36
684	0684_H56iR3188P0_s4080_t0252.jpg	H56iR3188P0_s4080_t0252	2013 SAS@MIA	0.247	0	nan	0	8	0	nan	0	3	1	5.500000476837158	33	35
685	0685_qAeUUwn-A8s_s2580_t0246.jpg	qAeUUwn-A8s_s2580_t0246	2024 DEN@MIN	0.440	0	nan	0	0	1	4.480629920959473	58	12	1	5.499988555908203	71	33
686	0686_92fLApYaCGI_s3480_t0034.jpg	92fLApYaCGI_s3480_t0034	1998 CHI@UTA	0.424	1	4.333647727966309	22	6	1	nan	10	6	1	5.4991631507873535	39	34
687	0687_92fLApYaCGI_s1380_t0022.jpg	92fLApYaCGI_s1380_t0022	1998 CHI@UTA	0.278	1	5.833928108215332	26	15	1	4.731365203857422	21	15	1	5.496798992156982	28	46
688	0688_qAeUUwn-A8s_s2580_t0164.jpg	qAeUUwn-A8s_s2580_t0164	2024 DEN@MIN	0.423	0	nan	0	9	1	4.343173503875732	47	10	1	5.496341705322266	52	19
689	0689_H56iR3188P0_s4080_t0022.jpg	H56iR3188P0_s4080_t0022	2013 SAS@MIA	0.238	0	nan	0	0	1	4.491706371307373	92	15	1	5.493467807769775	59	42
690	0690_qAeUUwn-A8s_s1020_t0072.jpg	qAeUUwn-A8s_s1020_t0072	2024 DEN@MIN	0.483	1	4.229953289031982	68	11	1	4.136325359344482	44	16	1	5.493152141571045	69	41
691	0691_92fLApYaCGI_s1380_t0052.jpg	92fLApYaCGI_s1380_t0052	1998 CHI@UTA	0.261	1	2.8252878189086914	40	14	1	3.67665958404541	44	15	1	5.493146896362305	35	45
692	0692_qAeUUwn-A8s_s4200_t0182.jpg	qAeUUwn-A8s_s4200_t0182	2024 DEN@MIN	0.327	1	3.7633438110351562	46	10	1	4.268782138824463	61	11	1	5.491114616394043	54	22
693	0693_qAeUUwn-A8s_s4200_t0056.jpg	qAeUUwn-A8s_s4200_t0056	2024 DEN@MIN	0.448	1	4.517575740814209	68	13	1	5.538791656494141	69	12	1	5.482057571411133	64	33
694	0694_8Ap3jYl0nAA_s3300_t0036.jpg	8Ap3jYl0nAA_s3300_t0036	2019 TOR@PHI	0.302	1	4.429422855377197	57	14	1	4.073700428009033	38	16	1	5.481700420379639	25	34
695	0695_8Ap3jYl0nAA_s1320_t0102.jpg	8Ap3jYl0nAA_s1320_t0102	2019 TOR@PHI	0.304	1	5.069851875305176	52	14	1	4.978692054748535	55	14	1	5.475731372833252	66	38
696	0696_qAeUUwn-A8s_s1020_t0006.jpg	qAeUUwn-A8s_s1020_t0006	2024 DEN@MIN	0.391	0	nan	0	0	1	4.9775800704956055	75	13	1	5.473459243774414	75	39
697	0697_qAeUUwn-A8s_s1020_t0144.jpg	qAeUUwn-A8s_s1020_t0144	2024 DEN@MIN	0.408	0	nan	0	0	1	4.530059337615967	105	12	1	5.471897125244141	104	33
698	0698_H56iR3188P0_s1620_t0242.jpg	H56iR3188P0_s1620_t0242	2013 SAS@MIA	0.339	1	4.4725494384765625	33	12	1	4.760162830352783	32	14	1	5.466855049133301	36	38
699	0699_8Ap3jYl0nAA_s3300_t0224.jpg	8Ap3jYl0nAA_s3300_t0224	2019 TOR@PHI	0.125	1	5.891513824462891	38	9	1	5.446829795837402	33	10	1	5.466594219207764	45	21
700	0700_qAeUUwn-A8s_s4200_t0024.jpg	qAeUUwn-A8s_s4200_t0024	2024 DEN@MIN	0.473	1	5.052404403686523	48	9	1	3.576908588409424	96	12	1	5.4633378982543945	89	30
701	0701_qAeUUwn-A8s_s4200_t0144.jpg	qAeUUwn-A8s_s4200_t0144	2024 DEN@MIN	0.390	1	5.499988555908203	50	9	1	3.240077018737793	47	9	1	5.462340354919434	41	20
702	0702_qAeUUwn-A8s_s1020_t0020.jpg	qAeUUwn-A8s_s1020_t0020	2024 DEN@MIN	0.503	0	nan	0	3	1	3.937016010284424	30	9	1	5.4585137367248535	49	34
703	0703_H56iR3188P0_s4080_t0030.jpg	H56iR3188P0_s4080_t0030	2013 SAS@MIA	0.167	0	nan	0	0	1	3.192678928375244	45	12	1	5.453179359436035	40	40
704	0704_qAeUUwn-A8s_s1020_t0110.jpg	qAeUUwn-A8s_s1020_t0110	2024 DEN@MIN	0.401	1	4.928618431091309	63	13	1	3.9233922958374023	89	13	1	5.450897216796875	77	38
705	0705_8Ap3jYl0nAA_s5340_t0214.jpg	8Ap3jYl0nAA_s5340_t0214	2019 TOR@PHI	0.265	0	nan	0	0	1	4.511734962463379	77	12	1	5.443999767303467	29	38
706	0706_qAeUUwn-A8s_s1020_t0116.jpg	qAeUUwn-A8s_s1020_t0116	2024 DEN@MIN	0.413	1	4.949619293212891	44	12	1	4.473412990570068	71	14	1	5.438764572143555	63	38
707	0707_qAeUUwn-A8s_s2580_t0026.jpg	qAeUUwn-A8s_s2580_t0026	2024 DEN@MIN	0.407	1	4.815946102142334	49	12	1	5.103592872619629	84	12	1	5.436431407928467	77	38
708	0708_8Ap3jYl0nAA_s3300_t0056.jpg	8Ap3jYl0nAA_s3300_t0056	2019 TOR@PHI	0.218	1	5.045101642608643	45	13	1	4.618106365203857	43	16	1	5.433599472045898	62	40
709	0709_qAeUUwn-A8s_s2580_t0082.jpg	qAeUUwn-A8s_s2580_t0082	2024 DEN@MIN	0.427	1	4.424549579620361	43	12	1	4.810516834259033	82	14	1	5.433550834655762	85	40
710	0710_qAeUUwn-A8s_s2580_t0090.jpg	qAeUUwn-A8s_s2580_t0090	2024 DEN@MIN	0.370	1	5.206022262573242	49	9	1	5.365083694458008	64	11	1	5.432946681976318	66	26
711	0711_92fLApYaCGI_s5580_t0288.jpg	92fLApYaCGI_s5580_t0288	1998 CHI@UTA	0.417	0	nan	0	0	0	nan	0	0	1	5.427346229553223	22	32
712	0712_H56iR3188P0_s4080_t0196.jpg	H56iR3188P0_s4080_t0196	2013 SAS@MIA	0.270	0	nan	0	0	1	nan	18	11	1	5.424056053161621	33	22
713	0713_8Ap3jYl0nAA_s3300_t0198.jpg	8Ap3jYl0nAA_s3300_t0198	2019 TOR@PHI	0.249	1	5.520622730255127	30	11	1	5.8290839195251465	48	12	1	5.4199347496032715	55	29
714	0714_qAeUUwn-A8s_s2580_t0114.jpg	qAeUUwn-A8s_s2580_t0114	2024 DEN@MIN	0.435	1	3.7100014686584473	79	11	1	4.8748908042907715	92	12	1	5.416256904602051	88	30
715	0715_qAeUUwn-A8s_s4200_t0052.jpg	qAeUUwn-A8s_s4200_t0052	2024 DEN@MIN	0.449	0	nan	0	14	1	5.72525691986084	76	13	1	5.411995887756348	58	32
716	0716_92fLApYaCGI_s1380_t0164.jpg	92fLApYaCGI_s1380_t0164	1998 CHI@UTA	0.200	0	nan	0	0	1	nan	17	10	1	5.411929130554199	35	23
717	0717_92fLApYaCGI_s5580_t0252.jpg	92fLApYaCGI_s5580_t0252	1998 CHI@UTA	0.246	0	nan	0	0	1	3.5503392219543457	46	15	1	5.3999714851379395	24	39
718	0718_8Ap3jYl0nAA_s3300_t0118.jpg	8Ap3jYl0nAA_s3300_t0118	2019 TOR@PHI	0.132	1	nan	19	12	1	5.058160781860352	30	14	1	5.391345024108887	39	35
719	0719_qAeUUwn-A8s_s4200_t0238.jpg	qAeUUwn-A8s_s4200_t0238	2024 DEN@MIN	0.493	1	4.563121795654297	46	10	1	6.789120197296143	26	10	1	5.389796257019043	30	38
720	0720_H56iR3188P0_s1620_t0144.jpg	H56iR3188P0_s1620_t0144	2013 SAS@MIA	0.280	0	nan	0	0	1	4.178773403167725	30	11	1	5.389217853546143	29	29
721	0721_H56iR3188P0_s6540_t0068.jpg	H56iR3188P0_s6540_t0068	2013 SAS@MIA	0.160	0	nan	0	0	0	nan	0	0	1	5.38871955871582	36	34
722	0722_92fLApYaCGI_s3480_t0158.jpg	92fLApYaCGI_s3480_t0158	1998 CHI@UTA	0.300	0	nan	0	0	1	nan	16	12	1	5.388455390930176	20	37
723	0723_92fLApYaCGI_s3480_t0156.jpg	92fLApYaCGI_s3480_t0156	1998 CHI@UTA	0.283	0	nan	0	0	1	4.365215301513672	22	14	1	5.3883771896362305	23	36
724	0724_8Ap3jYl0nAA_s5340_t0080.jpg	8Ap3jYl0nAA_s5340_t0080	2019 TOR@PHI	0.243	0	nan	0	0	1	5.605922222137451	40	14	1	5.385659217834473	50	40
725	0725_8Ap3jYl0nAA_s5340_t0000.jpg	8Ap3jYl0nAA_s5340_t0000	2019 TOR@PHI	0.266	1	4.492744445800781	46	10	1	4.085023880004883	50	10	1	5.380561351776123	78	49
726	0726_qAeUUwn-A8s_s1020_t0148.jpg	qAeUUwn-A8s_s1020_t0148	2024 DEN@MIN	0.402	0	nan	0	0	1	4.5162553787231445	84	12	1	5.374503135681152	78	34
727	0727_H56iR3188P0_s4080_t0156.jpg	H56iR3188P0_s4080_t0156	2013 SAS@MIA	0.152	1	nan	17	18	1	3.97761869430542	38	12	1	5.373736381530762	57	33
728	0728_H56iR3188P0_s4080_t0212.jpg	H56iR3188P0_s4080_t0212	2013 SAS@MIA	0.275	1	5.7317214012146	29	9	1	4.930115699768066	56	12	1	5.3687744140625	38	44
729	0729_92fLApYaCGI_s1380_t0192.jpg	92fLApYaCGI_s1380_t0192	1998 CHI@UTA	0.245	0	nan	0	16	1	4.4133758544921875	78	17	1	5.367334365844727	46	49
730	0730_8Ap3jYl0nAA_s5340_t0050.jpg	8Ap3jYl0nAA_s5340_t0050	2019 TOR@PHI	0.166	1	5.990117073059082	42	10	1	6.084560394287109	47	11	1	5.367208003997803	50	27
731	0731_qAeUUwn-A8s_s2580_t0256.jpg	qAeUUwn-A8s_s2580_t0256	2024 DEN@MIN	0.465	1	4.62320613861084	56	9	1	5.497600555419922	72	12	1	5.3649091720581055	56	37
732	0732_8Ap3jYl0nAA_s5340_t0134.jpg	8Ap3jYl0nAA_s5340_t0134	2019 TOR@PHI	0.222	0	nan	0	0	1	4.670731544494629	37	11	1	5.364199638366699	32	25
733	0733_qAeUUwn-A8s_s2580_t0166.jpg	qAeUUwn-A8s_s2580_t0166	2024 DEN@MIN	0.428	0	nan	0	9	1	5.296985149383545	44	10	1	5.363187313079834	59	21
734	0734_H56iR3188P0_s1620_t0236.jpg	H56iR3188P0_s1620_t0236	2013 SAS@MIA	0.348	1	4.500112056732178	33	12	1	3.9170782566070557	32	14	1	5.352906227111816	56	47
