rank	file	frame	n_code2	flag	verts_on	med_px	support
0	0000_nbacourt_2247_frame_0011_png.rf.166560.jpg	nbacourt_2247_frame_0011_png.rf.166560	4	FOLDED H	32	30.00	0.070
1	0001_nbacourt_0037_frame_0000_png.rf.3bdd02.jpg	nbacourt_0037_frame_0000_png.rf.3bdd02	4	FOLDED H	31	9.01	0.046
2	0002_nbacourt_0058_frame_0000_png.rf.6e41c7.jpg	nbacourt_0058_frame_0000_png.rf.6e41c7	4	FOLDED H	31	0.00	0.901
3	0003_nbacourt_0099_frame_0000_png.rf.ba32d5.jpg	nbacourt_0099_frame_0000_png.rf.ba32d5	4	FOLDED H	31	14.36	0.012
4	0004_nbacourt_0117_frame_0000_png.rf.dd179c.jpg	nbacourt_0117_frame_0000_png.rf.dd179c	4	FOLDED H	31	0.00	0.897
5	0005_nbacourt_0164_frame_0001_png.rf.1ecd79.jpg	nbacourt_0164_frame_0001_png.rf.1ecd79	4	FOLDED H	31	5.73	0.921
6	0006_nbacourt_0269_frame_0001_png.rf.ae4a92.jpg	nbacourt_0269_frame_0001_png.rf.ae4a92	4	FOLDED H	31	3.69	0.890
7	0007_nbacourt_0298_frame_0001_png.rf.d5dbd1.jpg	nbacourt_0298_frame_0001_png.rf.d5dbd1	4	FOLDED H	31	6.14	0.020
8	0008_nbacourt_0308_frame_0001_png.rf.e8a91b.jpg	nbacourt_0308_frame_0001_png.rf.e8a91b	4	FOLDED H	31	7.10	0.046
9	0009_nbacourt_0322_frame_0001_png.rf.fbc142.jpg	nbacourt_0322_frame_0001_png.rf.fbc142	4	FOLDED H	31	12.70	0.045
10	0010_nbacourt_0325_frame_0001_png.rf.fe1750.jpg	nbacourt_0325_frame_0001_png.rf.fe1750	4	FOLDED H	31	4.23	0.913
11	0011_nbacourt_0371_frame_0002_png.rf.3bea6b.jpg	nbacourt_0371_frame_0002_png.rf.3bea6b	4	FOLDED H	31	2.74	0.905
12	0012_nbacourt_0386_frame_0002_png.rf.4db7f4.jpg	nbacourt_0386_frame_0002_png.rf.4db7f4	4	FOLDED H	31	11.33	0.049
13	0013_nbacourt_0455_frame_0002_png.rf.a3f8b8.jpg	nbacourt_0455_frame_0002_png.rf.a3f8b8	4	FOLDED H	31	6.85	0.053
14	0014_nbacourt_0784_frame_0004_png.rf.2bd0d1.jpg	nbacourt_0784_frame_0004_png.rf.2bd0d1	4	FOLDED H	31	2.74	0.902
15	0015_nbacourt_0835_frame_0004_png.rf.6c1465.jpg	nbacourt_0835_frame_0004_png.rf.6c1465	4	FOLDED H	31	14.77	0.050
16	0016_nbacourt_0861_frame_0004_png.rf.888cc4.jpg	nbacourt_0861_frame_0004_png.rf.888cc4	4	FOLDED H	31	3.69	0.915
17	0017_nbacourt_0899_frame_0004_png.rf.b796f4.jpg	nbacourt_0899_frame_0004_png.rf.b796f4	4	FOLDED H	31	1.37	0.901
18	0018_nbacourt_0923_frame_0004_png.rf.de5fdf.jpg	nbacourt_0923_frame_0004_png.rf.de5fdf	4	FOLDED H	31	0.95	0.905
19	0019_nbacourt_0926_frame_0004_png.rf.e54608.jpg	nbacourt_0926_frame_0004_png.rf.e54608	4	FOLDED H	31	3.28	0.894
20	0020_nbacourt_0951_frame_0005_png.rf.01ddb8.jpg	nbacourt_0951_frame_0005_png.rf.01ddb8	4	FOLDED H	31	5.19	0.902
21	0021_nbacourt_1017_frame_0005_png.rf.4e7127.jpg	nbacourt_1017_frame_0005_png.rf.4e7127	4	FOLDED H	31	0.00	0.893
22	0022_nbacourt_1034_frame_0005_png.rf.6aac21.jpg	nbacourt_1034_frame_0005_png.rf.6aac21	4	FOLDED H	31	10.79	0.029
23	0023_nbacourt_1072_frame_0005_png.rf.96363e.jpg	nbacourt_1072_frame_0005_png.rf.96363e	4	FOLDED H	31	0.00	0.898
24	0024_nbacourt_1088_frame_0005_png.rf.abd567.jpg	nbacourt_1088_frame_0005_png.rf.abd567	4	FOLDED H	31	0.95	0.902
25	0025_nbacourt_1124_frame_0005_png.rf.cc75c1.jpg	nbacourt_1124_frame_0005_png.rf.cc75c1	4	FOLDED H	31	13.66	0.020
26	0026_nbacourt_1624_frame_0009_png.rf.413dd8.jpg	nbacourt_1624_frame_0009_png.rf.413dd8	4	FOLDED H	31	15.98	0.052
27	0027_nbacourt_1634_frame_0009_png.rf.5f2aeb.jpg	nbacourt_1634_frame_0009_png.rf.5f2aeb	4	FOLDED H	31	16.68	0.052
28	0028_nbacourt_1675_frame_0009_png.rf.c90042.jpg	nbacourt_1675_frame_0009_png.rf.c90042	4	FOLDED H	31	15.98	0.048
29	0029_nbacourt_1752_frame_0011_png.rf.0a49de.jpg	nbacourt_1752_frame_0011_png.rf.0a49de	4	FOLDED H	31	0.00	0.855
30	0030_nbacourt_1780_frame_0011_png.rf.8fb0b7.jpg	nbacourt_1780_frame_0011_png.rf.8fb0b7	4	FOLDED H	31	0.00	0.855
31	0031_nbacourt_1797_frame_0011_png.rf.e5d8f0.jpg	nbacourt_1797_frame_0011_png.rf.e5d8f0	4	FOLDED H	31	0.00	0.863
32	0032_nbacourt_1835_frame_0013_png.rf.3ec2e7.jpg	nbacourt_1835_frame_0013_png.rf.3ec2e7	4	FOLDED H	31	0.00	0.858
33	0033_nbacourt_1851_frame_0013_png.rf.e513fa.jpg	nbacourt_1851_frame_0013_png.rf.e513fa	4	FOLDED H	31	0.00	0.870
34	0034_nbacourt_1852_frame_0013_png.rf.eabab7.jpg	nbacourt_1852_frame_0013_png.rf.eabab7	4	FOLDED H	31	0.00	0.870
35	0035_nbacourt_1896_frame_0017_png.rf.112aee.jpg	nbacourt_1896_frame_0017_png.rf.112aee	4	FOLDED H	31	1.91	0.855
36	0036_nbacourt_1898_frame_0017_png.rf.5a11e0.jpg	nbacourt_1898_frame_0017_png.rf.5a11e0	4	FOLDED H	31	1.91	0.847
37	0037_nbacourt_1905_frame_0017_png.rf.c32b22.jpg	nbacourt_1905_frame_0017_png.rf.c32b22	4	FOLDED H	31	1.91	0.855
38	0038_nbacourt_1920_frame_0019_png.rf.084f1b.jpg	nbacourt_1920_frame_0019_png.rf.084f1b	4	FOLDED H	31	0.00	0.870
39	0039_nbacourt_1924_frame_0019_png.rf.613f64.jpg	nbacourt_1924_frame_0019_png.rf.613f64	4	FOLDED H	31	0.00	0.870
40	0040_nbacourt_1929_frame_0019_png.rf.b89fb8.jpg	nbacourt_1929_frame_0019_png.rf.b89fb8	4	FOLDED H	31	0.00	0.866
41	0041_nbacourt_1933_frame_0020_png.rf.520d79.jpg	nbacourt_1933_frame_0020_png.rf.520d79	4	FOLDED H	31	0.00	0.870
42	0042_nbacourt_1936_frame_0020_png.rf.76f4ea.jpg	nbacourt_1936_frame_0020_png.rf.76f4ea	4	FOLDED H	31	0.00	0.870
43	0043_nbacourt_1939_frame_0020_png.rf.bb1237.jpg	nbacourt_1939_frame_0020_png.rf.bb1237	4	FOLDED H	31	0.00	0.887
44	0044_nbacourt_2042_frame_0004_png.rf.0cbd06.jpg	nbacourt_2042_frame_0004_png.rf.0cbd06	4	FOLDED H	31	10.13	0.017
45	0045_nbacourt_2156_frame_0014_png.rf.85c8a0.jpg	nbacourt_2156_frame_0014_png.rf.85c8a0	4	FOLDED H	31	26.90	0.000
46	0046_nbacourt_2195_frame_0003_png.rf.81fea9.jpg	nbacourt_2195_frame_0003_png.rf.81fea9	4	FOLDED H	31	24.90	0.029
47	0047_nbacourt_0327_frame_0002_png.rf.007972.jpg	nbacourt_0327_frame_0002_png.rf.007972	5	FOLDED H	30	24.34	0.121
48	0048_nbacourt_0335_frame_0002_png.rf.08f74d.jpg	nbacourt_0335_frame_0002_png.rf.08f74d	5	FOLDED H	30	24.32	0.098
49	0049_nbacourt_0503_frame_0002_png.rf.df9e8b.jpg	nbacourt_0503_frame_0002_png.rf.df9e8b	5	FOLDED H	30	24.39	0.125
50	0050_nbacourt_1427_frame_0007_png.rf.9d559e.jpg	nbacourt_1427_frame_0007_png.rf.9d559e	5	FOLDED H	29	15.11	0.273
51	0051_nbacourt_1462_frame_0007_png.rf.d529d5.jpg	nbacourt_1462_frame_0007_png.rf.d529d5	5	FOLDED H	29	14.55	0.259
52	0052_nbacourt_1489_frame_0007_png.rf.fd3854.jpg	nbacourt_1489_frame_0007_png.rf.fd3854	5	FOLDED H	29	15.44	0.264
53	0053_nbacourt_1340_frame_0007_png.rf.078714.jpg	nbacourt_1340_frame_0007_png.rf.078714	5	FOLDED H	28	10.11	0.289
54	0054_nbacourt_1386_frame_0007_png.rf.428669.jpg	nbacourt_1386_frame_0007_png.rf.428669	5	FOLDED H	28	9.90	0.312
55	0055_nbacourt_1436_frame_0007_png.rf.a98cb9.jpg	nbacourt_1436_frame_0007_png.rf.a98cb9	5	FOLDED H	28	10.38	0.303
56	0056_nbacourt_1772_frame_0011_png.rf.74ab86.jpg	nbacourt_1772_frame_0011_png.rf.74ab86	5	FOLDED H	24	11.46	0.297
57	0057_nbacourt_1781_frame_0011_png.rf.94b136.jpg	nbacourt_1781_frame_0011_png.rf.94b136	5	FOLDED H	24	11.46	0.274
58	0058_nbacourt_1790_frame_0011_png.rf.c44863.jpg	nbacourt_1790_frame_0011_png.rf.c44863	5	FOLDED H	24	12.29	0.274
59	0059_nbacourt_2067_frame_0005_png.rf.936ff9.jpg	nbacourt_2067_frame_0005_png.rf.936ff9	5	FOLDED H	18	22.99	0.148
60	0060_nbacourt_1147_frame_0005_png.rf.ea014f.jpg	nbacourt_1147_frame_0005_png.rf.ea014f	5	COLLAPSED H	30	19.61	0.120
61	0061_nbacourt_1153_frame_0005_png.rf.ecf0b1.jpg	nbacourt_1153_frame_0005_png.rf.ecf0b1	5	COLLAPSED H	30	18.56	0.144
62	0062_nbacourt_1162_frame_0005_png.rf.f6b0c1.jpg	nbacourt_1162_frame_0005_png.rf.f6b0c1	5	COLLAPSED H	30	19.45	0.132
63	0063_nbacourt_0010_frame_0000_png.rf.16392f.jpg	nbacourt_0010_frame_0000_png.rf.16392f	6	EXPLODED H	6	11.87	0.354
64	0064_nbacourt_0006_frame_0000_png.rf.0e3002.jpg	nbacourt_0006_frame_0000_png.rf.0e3002	12	-	15	30.00	0.186
65	0065_nbacourt_0392_frame_0002_png.rf.53a05a.jpg	nbacourt_0392_frame_0002_png.rf.53a05a	6	-	15	30.00	0.234
66	0066_nbacourt_0396_frame_0002_png.rf.58bce3.jpg	nbacourt_0396_frame_0002_png.rf.58bce3	6	-	16	30.00	0.112
67	0067_nbacourt_0546_frame_0003_png.rf.11089c.jpg	nbacourt_0546_frame_0003_png.rf.11089c	5	-	12	30.00	0.170
68	0068_nbacourt_0606_frame_0003_png.rf.58e4bf.jpg	nbacourt_0606_frame_0003_png.rf.58e4bf	6	-	15	30.00	0.155
69	0069_nbacourt_0663_frame_0003_png.rf.9e06b9.jpg	nbacourt_0663_frame_0003_png.rf.9e06b9	6	-	15	30.00	0.103
70	0070_nbacourt_0677_frame_0003_png.rf.ae64e5.jpg	nbacourt_0677_frame_0003_png.rf.ae64e5	5	-	12	30.00	0.136
71	0071_nbacourt_0790_frame_0004_png.rf.3b608d.jpg	nbacourt_0790_frame_0004_png.rf.3b608d	6	-	14	30.00	0.115
72	0072_nbacourt_0806_frame_0004_png.rf.4abd82.jpg	nbacourt_0806_frame_0004_png.rf.4abd82	6	-	15	30.00	0.150
73	0073_nbacourt_0895_frame_0004_png.rf.aff5e0.jpg	nbacourt_0895_frame_0004_png.rf.aff5e0	6	-	14	30.00	0.094
74	0074_nbacourt_1464_frame_0007_png.rf.d5a040.jpg	nbacourt_1464_frame_0007_png.rf.d5a040	6	-	16	30.00	0.064
75	0075_nbacourt_1608_frame_0009_png.rf.0e6688.jpg	nbacourt_1608_frame_0009_png.rf.0e6688	6	-	14	30.00	0.126
76	0076_nbacourt_1617_frame_0009_png.rf.2f71b5.jpg	nbacourt_1617_frame_0009_png.rf.2f71b5	6	-	14	30.00	0.126
77	0077_nbacourt_1659_frame_0009_png.rf.99f109.jpg	nbacourt_1659_frame_0009_png.rf.99f109	6	-	14	30.00	0.136
78	0078_nbacourt_1755_frame_0011_png.rf.118575.jpg	nbacourt_1755_frame_0011_png.rf.118575	6	-	15	30.00	0.138
79	0079_nbacourt_1778_frame_0011_png.rf.8d9f1d.jpg	nbacourt_1778_frame_0011_png.rf.8d9f1d	6	-	15	30.00	0.138
80	0080_nbacourt_2026_frame_0003_png.rf.42c5a6.jpg	nbacourt_2026_frame_0003_png.rf.42c5a6	7	-	18	30.00	0.115
81	0081_nbacourt_2061_frame_0005_png.rf.029843.jpg	nbacourt_2061_frame_0005_png.rf.029843	7	-	18	30.00	0.155
82	0082_nbacourt_2091_frame_0006_png.rf.c52745.jpg	nbacourt_2091_frame_0006_png.rf.c52745	5	-	14	30.00	0.095
83	0083_nbacourt_2092_frame_0006_png.rf.cdefeb.jpg	nbacourt_2092_frame_0006_png.rf.cdefeb	6	-	17	30.00	0.115
84	0084_nbacourt_2123_frame_0008_png.rf.c5680c.jpg	nbacourt_2123_frame_0008_png.rf.c5680c	6	-	12	30.00	0.143
85	0085_nbacourt_2139_frame_0010_png.rf.82f361.jpg	nbacourt_2139_frame_0010_png.rf.82f361	6	-	15	30.00	0.071
86	0086_nbacourt_2234_frame_0008_png.rf.4b5b55.jpg	nbacourt_2234_frame_0008_png.rf.4b5b55	6	-	15	30.00	0.097
87	0087_nbacourt_0872_frame_0004_png.rf.96a797.jpg	nbacourt_0872_frame_0004_png.rf.96a797	6	-	14	29.86	0.125
88	0088_nbacourt_0399_frame_0002_png.rf.5c164f.jpg	nbacourt_0399_frame_0002_png.rf.5c164f	6	-	15	29.84	0.206
89	0089_nbacourt_2254_frame_0012_png.rf.eea7bd.jpg	nbacourt_2254_frame_0012_png.rf.eea7bd	5	-	12	29.84	0.209
90	0090_nbacourt_1522_frame_0008_png.rf.3f47f9.jpg	nbacourt_1522_frame_0008_png.rf.3f47f9	6	-	15	29.82	0.125
91	0091_nbacourt_1742_frame_0010_png.rf.c289d3.jpg	nbacourt_1742_frame_0010_png.rf.c289d3	6	-	15	29.78	0.161
92	0092_nbacourt_0499_frame_0002_png.rf.dc1fc4.jpg	nbacourt_0499_frame_0002_png.rf.dc1fc4	7	-	18	29.72	0.128
93	0093_nbacourt_2214_frame_0005_png.rf.6044dc.jpg	nbacourt_2214_frame_0005_png.rf.6044dc	6	-	16	29.65	0.090
94	0094_nbacourt_1753_frame_0011_png.rf.0b269b.jpg	nbacourt_1753_frame_0011_png.rf.0b269b	6	-	15	29.64	0.163
95	0095_nbacourt_1694_frame_0010_png.rf.156311.jpg	nbacourt_1694_frame_0010_png.rf.156311	6	-	15	29.47	0.186
96	0096_nbacourt_0211_frame_0001_png.rf.5af967.jpg	nbacourt_0211_frame_0001_png.rf.5af967	6	-	15	29.42	0.202
97	0097_nbacourt_2151_frame_0012_png.rf.e4a22c.jpg	nbacourt_2151_frame_0012_png.rf.e4a22c	6	-	14	29.42	0.120
98	0098_nbacourt_1479_frame_0007_png.rf.f07435.jpg	nbacourt_1479_frame_0007_png.rf.f07435	6	-	15	29.39	0.132
99	0099_nbacourt_0374_frame_0002_png.rf.419ad5.jpg	nbacourt_0374_frame_0002_png.rf.419ad5	6	-	13	29.31	0.122
100	0100_nbacourt_0679_frame_0003_png.rf.b07c91.jpg	nbacourt_0679_frame_0003_png.rf.b07c91	5	-	9	29.23	0.247
101	0101_nbacourt_0685_frame_0003_png.rf.b6aa29.jpg	nbacourt_0685_frame_0003_png.rf.b6aa29	5	-	9	29.23	0.247
102	0102_nbacourt_2251_frame_0011_png.rf.7e6c0a.jpg	nbacourt_2251_frame_0011_png.rf.7e6c0a	6	-	15	29.23	0.068
103	0103_nbacourt_0922_frame_0004_png.rf.de28c9.jpg	nbacourt_0922_frame_0004_png.rf.de28c9	6	-	13	29.10	0.232
104	0104_nbacourt_0937_frame_0004_png.rf.f0aaed.jpg	nbacourt_0937_frame_0004_png.rf.f0aaed	6	-	13	29.10	0.232
105	0105_nbacourt_1767_frame_0011_png.rf.5be797.jpg	nbacourt_1767_frame_0011_png.rf.5be797	6	-	15	29.01	0.083
106	0106_nbacourt_1382_frame_0007_png.rf.3ea98b.jpg	nbacourt_1382_frame_0007_png.rf.3ea98b	6	-	15	29.01	0.152
107	0107_nbacourt_0256_frame_0001_png.rf.9e8e66.jpg	nbacourt_0256_frame_0001_png.rf.9e8e66	6	-	15	28.93	0.109
108	0108_nbacourt_0502_frame_0002_png.rf.dee15a.jpg	nbacourt_0502_frame_0002_png.rf.dee15a	6	-	13	28.91	0.112
109	0109_nbacourt_0190_frame_0001_png.rf.424efb.jpg	nbacourt_0190_frame_0001_png.rf.424efb	7	-	18	28.81	0.080
110	0110_nbacourt_0216_frame_0001_png.rf.63d5b8.jpg	nbacourt_0216_frame_0001_png.rf.63d5b8	7	-	18	28.81	0.080
111	0111_nbacourt_1470_frame_0007_png.rf.e51202.jpg	nbacourt_1470_frame_0007_png.rf.e51202	6	-	15	28.67	0.123
112	0112_nbacourt_0291_frame_0001_png.rf.c98a31.jpg	nbacourt_0291_frame_0001_png.rf.c98a31	6	-	17	28.59	0.060
113	0113_nbacourt_2066_frame_0005_png.rf.8286ac.jpg	nbacourt_2066_frame_0005_png.rf.8286ac	6	-	14	28.52	0.152
114	0114_nbacourt_2136_frame_0009_png.rf.ef7527.jpg	nbacourt_2136_frame_0009_png.rf.ef7527	6	-	13	28.48	0.089
115	0115_nbacourt_0769_frame_0004_png.rf.1e0c93.jpg	nbacourt_0769_frame_0004_png.rf.1e0c93	6	-	15	28.41	0.185
116	0116_nbacourt_2261_frame_0034_png.rf.b68c10.jpg	nbacourt_2261_frame_0034_png.rf.b68c10	5	-	11	28.41	0.270
117	0117_nbacourt_1457_frame_0007_png.rf.c94ecb.jpg	nbacourt_1457_frame_0007_png.rf.c94ecb	6	-	15	28.40	0.132
118	0118_nbacourt_2014_frame_0002_png.rf.8828dc.jpg	nbacourt_2014_frame_0002_png.rf.8828dc	6	-	15	28.21	0.045
119	0119_nbacourt_0931_frame_0004_png.rf.e95a32.jpg	nbacourt_0931_frame_0004_png.rf.e95a32	6	-	15	28.18	0.194
120	0120_nbacourt_0147_frame_0001_png.rf.0719cf.jpg	nbacourt_0147_frame_0001_png.rf.0719cf	6	-	15	28.13	0.109
121	0121_nbacourt_1952_frame_0024_png.rf.d46c0a.jpg	nbacourt_1952_frame_0024_png.rf.d46c0a	5	-	10	27.98	0.181
122	0122_nbacourt_0496_frame_0002_png.rf.d7d7e8.jpg	nbacourt_0496_frame_0002_png.rf.d7d7e8	6	-	15	27.93	0.206
123	0123_nbacourt_0393_frame_0002_png.rf.555a2d.jpg	nbacourt_0393_frame_0002_png.rf.555a2d	6	-	16	27.86	0.129
124	0124_nbacourt_1132_frame_0005_png.rf.d72342.jpg	nbacourt_1132_frame_0005_png.rf.d72342	6	-	15	27.71	0.085
125	0125_nbacourt_1120_frame_0005_png.rf.ca686f.jpg	nbacourt_1120_frame_0005_png.rf.ca686f	6	-	14	27.67	0.150
126	0126_nbacourt_0996_frame_0005_png.rf.31af73.jpg	nbacourt_0996_frame_0005_png.rf.31af73	6	-	14	27.60	0.139
127	0127_nbacourt_0912_frame_0004_png.rf.ca22af.jpg	nbacourt_0912_frame_0004_png.rf.ca22af	6	-	15	27.48	0.158
128	0128_nbacourt_1590_frame_0008_png.rf.ddae99.jpg	nbacourt_1590_frame_0008_png.rf.ddae99	6	-	15	27.44	0.150
129	0129_nbacourt_1240_frame_0006_png.rf.6c3bf1.jpg	nbacourt_1240_frame_0006_png.rf.6c3bf1	5	-	9	27.41	0.176
130	0130_nbacourt_1303_frame_0006_png.rf.d5cd2a.jpg	nbacourt_1303_frame_0006_png.rf.d5cd2a	5	-	9	27.40	0.135
131	0131_nbacourt_2108_frame_0007_png.rf.7a800d.jpg	nbacourt_2108_frame_0007_png.rf.7a800d	5	-	12	27.39	0.169
132	0132_nbacourt_0126_frame_0000_png.rf.e9071b.jpg	nbacourt_0126_frame_0000_png.rf.e9071b	6	-	15	27.35	0.136
133	0133_nbacourt_0347_frame_0002_png.rf.12a6ee.jpg	nbacourt_0347_frame_0002_png.rf.12a6ee	7	-	18	27.35	0.149
134	0134_nbacourt_1092_frame_0005_png.rf.b03ef1.jpg	nbacourt_1092_frame_0005_png.rf.b03ef1	6	-	15	27.33	0.085
135	0135_nbacourt_2146_frame_0011_png.rf.6ec901.jpg	nbacourt_2146_frame_0011_png.rf.6ec901	4	-	10	27.25	0.134
136	0136_nbacourt_2208_frame_0004_png.rf.5f8d21.jpg	nbacourt_2208_frame_0004_png.rf.5f8d21	7	-	18	27.24	0.140
137	0137_nbacourt_2176_frame_0000_png.rf.c4f27f.jpg	nbacourt_2176_frame_0000_png.rf.c4f27f	5	-	11	27.15	0.103
138	0138_nbacourt_0484_frame_0002_png.rf.c2ded0.jpg	nbacourt_0484_frame_0002_png.rf.c2ded0	6	-	14	27.03	0.173
139	0139_nbacourt_0889_frame_0004_png.rf.ab9ff4.jpg	nbacourt_0889_frame_0004_png.rf.ab9ff4	5	-	12	26.97	0.214
140	0140_nbacourt_0084_frame_0000_png.rf.a3a77d.jpg	nbacourt_0084_frame_0000_png.rf.a3a77d	6	-	15	26.90	0.186
141	0141_nbacourt_2073_frame_0005_png.rf.db8685.jpg	nbacourt_2073_frame_0005_png.rf.db8685	6	-	12	26.87	0.211
142	0142_nbacourt_0180_frame_0001_png.rf.3a2b8b.jpg	nbacourt_0180_frame_0001_png.rf.3a2b8b	6	-	13	26.74	0.202
143	0143_nbacourt_2192_frame_0003_png.rf.2782c8.jpg	nbacourt_2192_frame_0003_png.rf.2782c8	6	-	16	26.68	0.146
144	0144_nbacourt_1699_frame_0010_png.rf.1be806.jpg	nbacourt_1699_frame_0010_png.rf.1be806	5	-	9	26.65	0.177
145	0145_nbacourt_0949_frame_0005_png.rf.00ab37.jpg	nbacourt_0949_frame_0005_png.rf.00ab37	6	-	14	26.61	0.139
146	0146_nbacourt_1960_frame_0028_png.rf.777260.jpg	nbacourt_1960_frame_0028_png.rf.777260	5	-	11	26.61	0.160
147	0147_nbacourt_1050_frame_0005_png.rf.7e4813.jpg	nbacourt_1050_frame_0005_png.rf.7e4813	6	-	15	26.56	0.128
148	0148_nbacourt_1486_frame_0007_png.rf.f99c88.jpg	nbacourt_1486_frame_0007_png.rf.f99c88	6	-	15	26.56	0.152
149	0149_nbacourt_1871_frame_0014_png.rf.a131d6.jpg	nbacourt_1871_frame_0014_png.rf.a131d6	5	-	12	26.56	0.220
150	0150_nbacourt_0911_frame_0004_png.rf.c8e44b.jpg	nbacourt_0911_frame_0004_png.rf.c8e44b	6	-	15	26.52	0.222
151	0151_nbacourt_0184_frame_0001_png.rf.3c3535.jpg	nbacourt_0184_frame_0001_png.rf.3c3535	6	-	17	26.52	0.105
152	0152_nbacourt_1867_frame_0014_png.rf.76f375.jpg	nbacourt_1867_frame_0014_png.rf.76f375	5	-	12	26.52	0.231
153	0153_nbacourt_2157_frame_0015_png.rf.1bff98.jpg	nbacourt_2157_frame_0015_png.rf.1bff98	6	-	12	26.49	0.235
154	0154_nbacourt_2225_frame_0006_png.rf.c31ac2.jpg	nbacourt_2225_frame_0006_png.rf.c31ac2	6	-	14	26.30	0.154
155	0155_nbacourt_0015_frame_0000_png.rf.1ea1ef.jpg	nbacourt_0015_frame_0000_png.rf.1ea1ef	8	-	10	26.17	0.167
156	0156_nbacourt_1865_frame_0014_png.rf.6bbe06.jpg	nbacourt_1865_frame_0014_png.rf.6bbe06	5	-	12	26.07	0.242
157	0157_nbacourt_1366_frame_0007_png.rf.29babb.jpg	nbacourt_1366_frame_0007_png.rf.29babb	6	-	13	26.04	0.271
158	0158_nbacourt_0565_frame_0003_png.rf.26d8b5.jpg	nbacourt_0565_frame_0003_png.rf.26d8b5	6	-	15	25.98	0.084
159	0159_nbacourt_2075_frame_0006_png.rf.0db997.jpg	nbacourt_2075_frame_0006_png.rf.0db997	6	-	17	25.98	0.176
160	0160_nbacourt_0171_frame_0001_png.rf.2afcec.jpg	nbacourt_0171_frame_0001_png.rf.2afcec	6	-	15	25.95	0.198
161	0161_nbacourt_0212_frame_0001_png.rf.5ce39e.jpg	nbacourt_0212_frame_0001_png.rf.5ce39e	6	-	15	25.93	0.127
162	0162_nbacourt_0482_frame_0002_png.rf.c105c2.jpg	nbacourt_0482_frame_0002_png.rf.c105c2	6	-	15	25.93	0.123
163	0163_nbacourt_1794_frame_0011_png.rf.d53151.jpg	nbacourt_1794_frame_0011_png.rf.d53151	6	-	15	25.82	0.119
164	0164_nbacourt_0160_frame_0001_png.rf.17924e.jpg	nbacourt_0160_frame_0001_png.rf.17924e	6	-	13	25.73	0.212
165	0165_nbacourt_0476_frame_0002_png.rf.bb6dc7.jpg	nbacourt_0476_frame_0002_png.rf.bb6dc7	6	-	13	25.73	0.133
166	0166_nbacourt_2248_frame_0011_png.rf.17c9a9.jpg	nbacourt_2248_frame_0011_png.rf.17c9a9	5	-	10	25.73	0.116
167	0167_nbacourt_0409_frame_0002_png.rf.6df609.jpg	nbacourt_0409_frame_0002_png.rf.6df609	6	-	14	25.69	0.202
168	0168_nbacourt_0353_frame_0002_png.rf.23c1d6.jpg	nbacourt_0353_frame_0002_png.rf.23c1d6	6	-	13	25.69	0.182
169	0169_nbacourt_1210_frame_0006_png.rf.42cb76.jpg	nbacourt_1210_frame_0006_png.rf.42cb76	6	-	12	25.60	0.149
170	0170_nbacourt_2209_frame_0004_png.rf.7fb52a.jpg	nbacourt_2209_frame_0004_png.rf.7fb52a	6	-	14	25.60	0.198
171	0171_nbacourt_0265_frame_0001_png.rf.aa0d8c.jpg	nbacourt_0265_frame_0001_png.rf.aa0d8c	6	-	15	25.58	0.179
172	0172_nbacourt_0885_frame_0004_png.rf.a99116.jpg	nbacourt_0885_frame_0004_png.rf.a99116	5	-	13	25.57	0.131
173	0173_nbacourt_0917_frame_0004_png.rf.d64402.jpg	nbacourt_0917_frame_0004_png.rf.d64402	6	-	15	25.53	0.243
174	0174_nbacourt_1829_frame_0012_png.rf.fc94a2.jpg	nbacourt_1829_frame_0012_png.rf.fc94a2	6	-	15	25.53	0.159
175	0175_nbacourt_0067_frame_0000_png.rf.7f29e5.jpg	nbacourt_0067_frame_0000_png.rf.7f29e5	4	-	10	25.41	0.169
176	0176_nbacourt_0901_frame_0004_png.rf.ba9a20.jpg	nbacourt_0901_frame_0004_png.rf.ba9a20	6	-	13	25.31	0.126
177	0177_nbacourt_2243_frame_0010_png.rf.916441.jpg	nbacourt_2243_frame_0010_png.rf.916441	4	-	9	25.31	0.242
178	0178_nbacourt_1309_frame_0006_png.rf.dad92a.jpg	nbacourt_1309_frame_0006_png.rf.dad92a	6	-	14	25.28	0.151
179	0179_nbacourt_1345_frame_0007_png.rf.0b0887.jpg	nbacourt_1345_frame_0007_png.rf.0b0887	5	-	14	25.19	0.143
180	0180_nbacourt_1438_frame_0007_png.rf.aaf7ae.jpg	nbacourt_1438_frame_0007_png.rf.aaf7ae	6	-	16	25.19	0.096
181	0181_nbacourt_1368_frame_0007_png.rf.2b9f95.jpg	nbacourt_1368_frame_0007_png.rf.2b9f95	6	-	15	25.12	0.171
182	0182_nbacourt_0446_frame_0002_png.rf.9640e8.jpg	nbacourt_0446_frame_0002_png.rf.9640e8	6	-	16	25.05	0.121
183	0183_nbacourt_0486_frame_0002_png.rf.c621b0.jpg	nbacourt_0486_frame_0002_png.rf.c621b0	6	-	15	25.03	0.190
184	0184_nbacourt_2144_frame_0010_png.rf.f6e033.jpg	nbacourt_2144_frame_0010_png.rf.f6e033	6	-	15	25.03	0.148
