rank	file	frame	n_code2	flag	verts_on	med_px	support
1122	1122_nbacourt_1466_frame_0007_png.rf.db9940.jpg	nbacourt_1466_frame_0007_png.rf.db9940	6	-	14	16.43	0.262
1123	1123_nbacourt_1815_frame_0012_png.rf.988c71.jpg	nbacourt_1815_frame_0012_png.rf.988c71	6	-	12	16.43	0.232
1124	1124_nbacourt_0816_frame_0004_png.rf.5861f1.jpg	nbacourt_0816_frame_0004_png.rf.5861f1	6	-	12	16.41	0.295
1125	1125_nbacourt_0297_frame_0001_png.rf.d31109.jpg	nbacourt_0297_frame_0001_png.rf.d31109	4	-	12	16.40	0.216
1126	1126_nbacourt_1433_frame_0007_png.rf.a1e89b.jpg	nbacourt_1433_frame_0007_png.rf.a1e89b	6	-	15	16.40	0.210
1127	1127_nbacourt_1545_frame_0008_png.rf.6e0878.jpg	nbacourt_1545_frame_0008_png.rf.6e0878	6	-	15	16.40	0.252
1128	1128_nbacourt_1649_frame_0009_png.rf.85e7cd.jpg	nbacourt_1649_frame_0009_png.rf.85e7cd	5	-	9	16.40	0.270
1129	1129_nbacourt_1796_frame_0011_png.rf.e12f7e.jpg	nbacourt_1796_frame_0011_png.rf.e12f7e	6	-	15	16.40	0.226
1130	1130_nbacourt_1998_frame_0001_png.rf.b1af95.jpg	nbacourt_1998_frame_0001_png.rf.b1af95	6	-	16	16.40	0.231
1131	1131_nbacourt_0525_frame_0002_png.rf.f57c59.jpg	nbacourt_0525_frame_0002_png.rf.f57c59	6	-	15	16.38	0.213
1132	1132_nbacourt_1725_frame_0010_png.rf.8719f5.jpg	nbacourt_1725_frame_0010_png.rf.8719f5	6	-	14	16.38	0.298
1133	1133_nbacourt_1316_frame_0006_png.rf.e5ec00.jpg	nbacourt_1316_frame_0006_png.rf.e5ec00	6	-	14	16.35	0.265
1134	1134_nbacourt_1601_frame_0008_png.rf.fc2ed5.jpg	nbacourt_1601_frame_0008_png.rf.fc2ed5	6	-	15	16.35	0.296
1135	1135_nbacourt_0640_frame_0003_png.rf.7fb988.jpg	nbacourt_0640_frame_0003_png.rf.7fb988	6	-	15	16.33	0.275
1136	1136_nbacourt_0471_frame_0002_png.rf.b519c5.jpg	nbacourt_0471_frame_0002_png.rf.b519c5	5	-	12	16.33	0.239
1137	1137_nbacourt_0687_frame_0003_png.rf.b96cc2.jpg	nbacourt_0687_frame_0003_png.rf.b96cc2	6	-	13	16.33	0.269
1138	1138_nbacourt_1079_frame_0005_png.rf.a586aa.jpg	nbacourt_1079_frame_0005_png.rf.a586aa	6	-	12	16.33	0.233
1139	1139_nbacourt_1748_frame_0010_png.rf.de4d26.jpg	nbacourt_1748_frame_0010_png.rf.de4d26	5	-	12	16.32	0.250
1140	1140_nbacourt_1759_frame_0011_png.rf.1eccd5.jpg	nbacourt_1759_frame_0011_png.rf.1eccd5	6	-	12	16.32	0.277
1141	1141_nbacourt_2007_frame_0002_png.rf.069a8f.jpg	nbacourt_2007_frame_0002_png.rf.069a8f	6	-	13	16.32	0.364
1142	1142_nbacourt_0074_frame_0000_png.rf.8b28d4.jpg	nbacourt_0074_frame_0000_png.rf.8b28d4	6	-	15	16.27	0.306
1143	1143_nbacourt_0680_frame_0003_png.rf.b08e5a.jpg	nbacourt_0680_frame_0003_png.rf.b08e5a	6	-	14	16.27	0.288
1144	1144_nbacourt_0943_frame_0004_png.rf.f7faff.jpg	nbacourt_0943_frame_0004_png.rf.f7faff	5	-	12	16.27	0.226
1145	1145_nbacourt_1115_frame_0005_png.rf.c37e12.jpg	nbacourt_1115_frame_0005_png.rf.c37e12	6	-	15	16.27	0.356
1146	1146_nbacourt_1709_frame_0010_png.rf.4f30e0.jpg	nbacourt_1709_frame_0010_png.rf.4f30e0	6	-	15	16.27	0.200
1147	1147_nbacourt_2129_frame_0009_png.rf.88b9b1.jpg	nbacourt_2129_frame_0009_png.rf.88b9b1	5	-	12	16.27	0.207
1148	1148_nbacourt_0752_frame_0004_png.rf.0b88c7.jpg	nbacourt_0752_frame_0004_png.rf.0b88c7	5	-	14	16.25	0.260
1149	1149_nbacourt_1925_frame_0019_png.rf.766d03.jpg	nbacourt_1925_frame_0019_png.rf.766d03	7	-	19	16.25	0.312
1150	1150_nbacourt_0033_frame_0000_png.rf.381a8f.jpg	nbacourt_0033_frame_0000_png.rf.381a8f	11	-	14	16.24	0.314
1151	1151_nbacourt_0051_frame_0000_png.rf.65bbca.jpg	nbacourt_0051_frame_0000_png.rf.65bbca	6	-	16	16.24	0.231
1152	1152_nbacourt_0306_frame_0001_png.rf.e656db.jpg	nbacourt_0306_frame_0001_png.rf.e656db	6	-	13	16.24	0.252
1153	1153_nbacourt_0490_frame_0002_png.rf.ccf97c.jpg	nbacourt_0490_frame_0002_png.rf.ccf97c	8	-	20	16.24	0.207
1154	1154_nbacourt_0916_frame_0004_png.rf.d5ee98.jpg	nbacourt_0916_frame_0004_png.rf.d5ee98	6	-	13	16.24	0.232
1155	1155_nbacourt_0992_frame_0005_png.rf.2dbf7d.jpg	nbacourt_0992_frame_0005_png.rf.2dbf7d	5	-	15	16.24	0.212
1156	1156_nbacourt_1334_frame_0006_png.rf.fe2953.jpg	nbacourt_1334_frame_0006_png.rf.fe2953	6	-	15	16.24	0.227
1157	1157_nbacourt_1394_frame_0007_png.rf.532790.jpg	nbacourt_1394_frame_0007_png.rf.532790	6	-	12	16.24	0.316
1158	1158_nbacourt_1431_frame_0007_png.rf.a06fd8.jpg	nbacourt_1431_frame_0007_png.rf.a06fd8	7	-	16	16.24	0.271
1159	1159_nbacourt_1488_frame_0007_png.rf.fb7464.jpg	nbacourt_1488_frame_0007_png.rf.fb7464	6	-	12	16.24	0.291
1160	1160_nbacourt_1616_frame_0009_png.rf.2f0a33.jpg	nbacourt_1616_frame_0009_png.rf.2f0a33	6	-	14	16.24	0.234
1161	1161_nbacourt_1808_frame_0012_png.rf.477a29.jpg	nbacourt_1808_frame_0012_png.rf.477a29	5	-	15	16.24	0.291
1162	1162_nbacourt_1981_frame_0000_png.rf.2ae882.jpg	nbacourt_1981_frame_0000_png.rf.2ae882	6	-	11	16.24	0.318
1163	1163_nbacourt_2103_frame_0007_png.rf.2f3a3b.jpg	nbacourt_2103_frame_0007_png.rf.2f3a3b	6	-	11	16.24	0.265
1164	1164_nbacourt_2213_frame_0005_png.rf.4b06dd.jpg	nbacourt_2213_frame_0005_png.rf.4b06dd	6	-	15	16.24	0.204
1165	1165_nbacourt_0352_frame_0002_png.rf.21a655.jpg	nbacourt_0352_frame_0002_png.rf.21a655	6	-	15	16.19	0.360
1166	1166_nbacourt_0467_frame_0002_png.rf.b01221.jpg	nbacourt_0467_frame_0002_png.rf.b01221	6	-	15	16.19	0.342
1167	1167_nbacourt_0688_frame_0003_png.rf.bb4791.jpg	nbacourt_0688_frame_0003_png.rf.bb4791	6	-	13	16.19	0.270
1168	1168_nbacourt_1505_frame_0008_png.rf.19e900.jpg	nbacourt_1505_frame_0008_png.rf.19e900	6	-	13	16.19	0.288
1169	1169_nbacourt_0270_frame_0001_png.rf.af84cb.jpg	nbacourt_0270_frame_0001_png.rf.af84cb	5	-	10	16.17	0.171
1170	1170_nbacourt_1146_frame_0005_png.rf.e908b0.jpg	nbacourt_1146_frame_0005_png.rf.e908b0	6	-	15	16.17	0.232
1171	1171_nbacourt_2009_frame_0002_png.rf.5e47a1.jpg	nbacourt_2009_frame_0002_png.rf.5e47a1	6	-	13	16.17	0.250
1172	1172_nbacourt_2140_frame_0010_png.rf.a94a1b.jpg	nbacourt_2140_frame_0010_png.rf.a94a1b	6	-	13	16.17	0.267
1173	1173_nbacourt_2259_frame_0022_png.rf.6957f5.jpg	nbacourt_2259_frame_0022_png.rf.6957f5	4	-	8	16.17	0.250
1174	1174_nbacourt_0239_frame_0001_png.rf.85e5a7.jpg	nbacourt_0239_frame_0001_png.rf.85e5a7	6	-	16	16.14	0.259
1175	1175_nbacourt_0394_frame_0002_png.rf.5651ba.jpg	nbacourt_0394_frame_0002_png.rf.5651ba	9	-	22	16.14	0.227
1176	1176_nbacourt_0421_frame_0002_png.rf.78ac7f.jpg	nbacourt_0421_frame_0002_png.rf.78ac7f	7	-	16	16.14	0.264
1177	1177_nbacourt_0518_frame_0002_png.rf.e9f0ad.jpg	nbacourt_0518_frame_0002_png.rf.e9f0ad	7	-	16	16.14	0.264
1178	1178_nbacourt_0543_frame_0003_png.rf.0e78f7.jpg	nbacourt_0543_frame_0003_png.rf.0e78f7	5	-	13	16.14	0.165
1179	1179_nbacourt_0592_frame_0003_png.rf.491c15.jpg	nbacourt_0592_frame_0003_png.rf.491c15	6	-	15	16.14	0.304
1180	1180_nbacourt_0728_frame_0003_png.rf.e038b7.jpg	nbacourt_0728_frame_0003_png.rf.e038b7	6	-	15	16.14	0.248
1181	1181_nbacourt_0839_frame_0004_png.rf.6fbdb3.jpg	nbacourt_0839_frame_0004_png.rf.6fbdb3	6	-	12	16.14	0.261
1182	1182_nbacourt_1100_frame_0005_png.rf.b59cdc.jpg	nbacourt_1100_frame_0005_png.rf.b59cdc	6	-	12	16.14	0.323
1183	1183_nbacourt_1129_frame_0005_png.rf.d31059.jpg	nbacourt_1129_frame_0005_png.rf.d31059	5	-	10	16.14	0.299
1184	1184_nbacourt_1208_frame_0006_png.rf.402409.jpg	nbacourt_1208_frame_0006_png.rf.402409	6	-	13	16.14	0.258
1185	1185_nbacourt_1287_frame_0006_png.rf.c495d6.jpg	nbacourt_1287_frame_0006_png.rf.c495d6	6	-	15	16.14	0.200
1186	1186_nbacourt_1701_frame_0010_png.rf.20af43.jpg	nbacourt_1701_frame_0010_png.rf.20af43	6	-	15	16.13	0.173
1187	1187_nbacourt_2238_frame_0009_png.rf.d9ee29.jpg	nbacourt_2238_frame_0009_png.rf.d9ee29	5	-	10	16.11	0.406
1188	1188_nbacourt_1861_frame_0014_png.rf.252659.jpg	nbacourt_1861_frame_0014_png.rf.252659	5	-	10	16.08	0.278
1189	1189_nbacourt_1434_frame_0007_png.rf.a3980e.jpg	nbacourt_1434_frame_0007_png.rf.a3980e	5	-	14	16.06	0.216
1190	1190_nbacourt_1053_frame_0005_png.rf.80190c.jpg	nbacourt_1053_frame_0005_png.rf.80190c	6	-	13	16.05	0.180
1191	1191_nbacourt_1054_frame_0005_png.rf.8050d7.jpg	nbacourt_1054_frame_0005_png.rf.8050d7	6	-	13	16.05	0.220
1192	1192_nbacourt_1878_frame_0015_png.rf.0fe116.jpg	nbacourt_1878_frame_0015_png.rf.0fe116	7	-	18	16.05	0.257
1193	1193_nbacourt_1975_frame_0035_png.rf.65b646.jpg	nbacourt_1975_frame_0035_png.rf.65b646	5	-	11	16.05	0.382
1194	1194_nbacourt_0020_frame_0000_png.rf.20dcc5.jpg	nbacourt_0020_frame_0000_png.rf.20dcc5	13	-	16	16.02	0.331
1195	1195_nbacourt_0210_frame_0001_png.rf.597f9c.jpg	nbacourt_0210_frame_0001_png.rf.597f9c	5	-	12	16.02	0.325
1196	1196_nbacourt_0577_frame_0003_png.rf.36bf36.jpg	nbacourt_0577_frame_0003_png.rf.36bf36	6	-	11	16.02	0.241
1197	1197_nbacourt_0732_frame_0003_png.rf.edff90.jpg	nbacourt_0732_frame_0003_png.rf.edff90	6	-	13	16.02	0.257
1198	1198_nbacourt_1135_frame_0005_png.rf.d9e3c9.jpg	nbacourt_1135_frame_0005_png.rf.d9e3c9	6	-	14	16.02	0.215
1199	1199_nbacourt_1206_frame_0006_png.rf.38df5a.jpg	nbacourt_1206_frame_0006_png.rf.38df5a	5	-	13	16.02	0.272
1200	1200_nbacourt_1654_frame_0009_png.rf.8a1d1f.jpg	nbacourt_1654_frame_0009_png.rf.8a1d1f	6	-	14	16.02	0.220
1201	1201_nbacourt_0069_frame_0000_png.rf.82603c.jpg	nbacourt_0069_frame_0000_png.rf.82603c	5	-	11	15.98	0.265
1202	1202_nbacourt_1523_frame_0008_png.rf.3f6b85.jpg	nbacourt_1523_frame_0008_png.rf.3f6b85	6	-	13	15.98	0.250
1203	1203_nbacourt_0116_frame_0000_png.rf.dc2d38.jpg	nbacourt_0116_frame_0000_png.rf.dc2d38	7	-	18	15.98	0.253
1204	1204_nbacourt_0144_frame_0001_png.rf.041c17.jpg	nbacourt_0144_frame_0001_png.rf.041c17	5	-	14	15.98	0.336
1205	1205_nbacourt_0172_frame_0001_png.rf.2fbce0.jpg	nbacourt_0172_frame_0001_png.rf.2fbce0	6	-	15	15.98	0.230
1206	1206_nbacourt_0311_frame_0001_png.rf.eb9951.jpg	nbacourt_0311_frame_0001_png.rf.eb9951	6	-	14	15.98	0.248
1207	1207_nbacourt_0941_frame_0004_png.rf.f67539.jpg	nbacourt_0941_frame_0004_png.rf.f67539	6	-	13	15.98	0.333
1208	1208_nbacourt_1076_frame_0005_png.rf.a26781.jpg	nbacourt_1076_frame_0005_png.rf.a26781	6	-	15	15.98	0.304
1209	1209_nbacourt_1214_frame_0006_png.rf.4559cf.jpg	nbacourt_1214_frame_0006_png.rf.4559cf	5	-	14	15.98	0.290
1210	1210_nbacourt_1483_frame_0007_png.rf.f754bf.jpg	nbacourt_1483_frame_0007_png.rf.f754bf	6	-	15	15.98	0.276
1211	1211_nbacourt_1604_frame_0008_png.rf.fe8939.jpg	nbacourt_1604_frame_0008_png.rf.fe8939	5	-	10	15.98	0.277
1212	1212_nbacourt_1682_frame_0009_png.rf.e50592.jpg	nbacourt_1682_frame_0009_png.rf.e50592	7	-	17	15.98	0.269
1213	1213_nbacourt_1693_frame_0010_png.rf.14ddb3.jpg	nbacourt_1693_frame_0010_png.rf.14ddb3	6	-	15	15.98	0.206
1214	1214_nbacourt_1733_frame_0010_png.rf.a6e78f.jpg	nbacourt_1733_frame_0010_png.rf.a6e78f	6	-	15	15.98	0.196
1215	1215_nbacourt_1973_frame_0033_png.rf.619944.jpg	nbacourt_1973_frame_0033_png.rf.619944	4	-	9	15.98	0.260
1216	1216_nbacourt_1461_frame_0007_png.rf.d25ba4.jpg	nbacourt_1461_frame_0007_png.rf.d25ba4	6	-	13	15.96	0.219
1217	1217_nbacourt_0556_frame_0003_png.rf.1d05bd.jpg	nbacourt_0556_frame_0003_png.rf.1d05bd	6	-	14	15.94	0.250
1218	1218_nbacourt_1556_frame_0008_png.rf.83e918.jpg	nbacourt_1556_frame_0008_png.rf.83e918	5	-	13	15.92	0.272
1219	1219_nbacourt_1655_frame_0009_png.rf.8dd644.jpg	nbacourt_1655_frame_0009_png.rf.8dd644	6	-	11	15.92	0.305
1220	1220_nbacourt_2086_frame_0006_png.rf.a9f7ac.jpg	nbacourt_2086_frame_0006_png.rf.a9f7ac	6	-	15	15.92	0.300
1221	1221_nbacourt_1517_frame_0008_png.rf.302267.jpg	nbacourt_1517_frame_0008_png.rf.302267	4	-	12	15.90	0.291
1222	1222_nbacourt_1350_frame_0007_png.rf.107a06.jpg	nbacourt_1350_frame_0007_png.rf.107a06	6	-	15	15.86	0.272
1223	1223_nbacourt_0174_frame_0001_png.rf.332dc7.jpg	nbacourt_0174_frame_0001_png.rf.332dc7	6	-	12	15.86	0.244
1224	1224_nbacourt_0350_frame_0002_png.rf.1c9ca5.jpg	nbacourt_0350_frame_0002_png.rf.1c9ca5	7	-	18	15.86	0.297
1225	1225_nbacourt_0707_frame_0003_png.rf.cccb7e.jpg	nbacourt_0707_frame_0003_png.rf.cccb7e	6	-	15	15.86	0.196
1226	1226_nbacourt_0862_frame_0004_png.rf.8a8f9c.jpg	nbacourt_0862_frame_0004_png.rf.8a8f9c	5	-	14	15.86	0.202
1227	1227_nbacourt_1498_frame_0008_png.rf.0f8c88.jpg	nbacourt_1498_frame_0008_png.rf.0f8c88	6	-	15	15.86	0.286
1228	1228_nbacourt_1768_frame_0011_png.rf.5d7c4a.jpg	nbacourt_1768_frame_0011_png.rf.5d7c4a	5	-	11	15.86	0.324
1229	1229_nbacourt_1879_frame_0015_png.rf.276375.jpg	nbacourt_1879_frame_0015_png.rf.276375	6	-	15	15.86	0.316
1230	1230_nbacourt_0137_frame_0000_png.rf.fb20a7.jpg	nbacourt_0137_frame_0000_png.rf.fb20a7	4	-	10	15.84	0.296
1231	1231_nbacourt_1738_frame_0010_png.rf.b757a9.jpg	nbacourt_1738_frame_0010_png.rf.b757a9	5	-	12	15.84	0.315
1232	1232_nbacourt_2168_frame_0032_png.rf.c6782d.jpg	nbacourt_2168_frame_0032_png.rf.c6782d	5	-	10	15.84	0.227
1233	1233_nbacourt_0103_frame_0000_png.rf.c09147.jpg	nbacourt_0103_frame_0000_png.rf.c09147	5	-	11	15.84	0.191
1234	1234_nbacourt_0082_frame_0000_png.rf.a20b71.jpg	nbacourt_0082_frame_0000_png.rf.a20b71	4	-	10	15.73	0.404
1235	1235_nbacourt_0639_frame_0003_png.rf.7f74ba.jpg	nbacourt_0639_frame_0003_png.rf.7f74ba	6	-	11	15.73	0.253
1236	1236_nbacourt_1080_frame_0005_png.rf.a5c205.jpg	nbacourt_1080_frame_0005_png.rf.a5c205	6	-	14	15.73	0.225
1237	1237_nbacourt_1259_frame_0006_png.rf.904a96.jpg	nbacourt_1259_frame_0006_png.rf.904a96	6	-	12	15.73	0.292
1238	1238_nbacourt_1632_frame_0009_png.rf.55e283.jpg	nbacourt_1632_frame_0009_png.rf.55e283	6	-	14	15.73	0.289
1239	1239_nbacourt_2220_frame_0006_png.rf.13b0b0.jpg	nbacourt_2220_frame_0006_png.rf.13b0b0	6	-	15	15.73	0.342
1240	1240_nbacourt_0720_frame_0003_png.rf.d8bcd3.jpg	nbacourt_0720_frame_0003_png.rf.d8bcd3	6	-	13	15.71	0.287
1241	1241_nbacourt_1369_frame_0007_png.rf.30d294.jpg	nbacourt_1369_frame_0007_png.rf.30d294	6	-	14	15.71	0.283
1242	1242_nbacourt_0052_frame_0000_png.rf.687e6e.jpg	nbacourt_0052_frame_0000_png.rf.687e6e	6	-	14	15.69	0.171
1243	1243_nbacourt_0207_frame_0001_png.rf.584ec8.jpg	nbacourt_0207_frame_0001_png.rf.584ec8	5	-	12	15.69	0.351
1244	1244_nbacourt_0424_frame_0002_png.rf.83f728.jpg	nbacourt_0424_frame_0002_png.rf.83f728	6	-	14	15.69	0.232
1245	1245_nbacourt_0440_frame_0002_png.rf.8d44fd.jpg	nbacourt_0440_frame_0002_png.rf.8d44fd	6	-	15	15.69	0.383
1246	1246_nbacourt_0462_frame_0002_png.rf.ad9378.jpg	nbacourt_0462_frame_0002_png.rf.ad9378	6	-	16	15.69	0.270
1247	1247_nbacourt_0646_frame_0003_png.rf.84e6c7.jpg	nbacourt_0646_frame_0003_png.rf.84e6c7	4	-	8	15.69	0.203
1248	1248_nbacourt_0664_frame_0003_png.rf.a01cf9.jpg	nbacourt_0664_frame_0003_png.rf.a01cf9	7	-	18	15.69	0.190
1249	1249_nbacourt_0929_frame_0004_png.rf.e708db.jpg	nbacourt_0929_frame_0004_png.rf.e708db	6	-	15	15.69	0.319
1250	1250_nbacourt_0991_frame_0005_png.rf.2d2dca.jpg	nbacourt_0991_frame_0005_png.rf.2d2dca	6	-	12	15.69	0.303
1251	1251_nbacourt_1032_frame_0005_png.rf.66fac9.jpg	nbacourt_1032_frame_0005_png.rf.66fac9	5	-	14	15.69	0.330
1252	1252_nbacourt_1408_frame_0007_png.rf.77042a.jpg	nbacourt_1408_frame_0007_png.rf.77042a	5	-	14	15.69	0.333
1253	1253_nbacourt_2095_frame_0006_png.rf.e5f2f1.jpg	nbacourt_2095_frame_0006_png.rf.e5f2f1	6	-	14	15.69	0.396
1254	1254_nbacourt_2187_frame_0002_png.rf.224f6d.jpg	nbacourt_2187_frame_0002_png.rf.224f6d	6	-	15	15.69	0.313
1255	1255_nbacourt_2236_frame_0009_png.rf.9aea8d.jpg	nbacourt_2236_frame_0009_png.rf.9aea8d	6	-	11	15.69	0.183
1256	1256_nbacourt_2252_frame_0011_png.rf.81dfd1.jpg	nbacourt_2252_frame_0011_png.rf.81dfd1	6	-	13	15.69	0.352
1257	1257_nbacourt_0031_frame_0000_png.rf.32d491.jpg	nbacourt_0031_frame_0000_png.rf.32d491	9	-	10	15.65	0.195
1258	1258_nbacourt_0165_frame_0001_png.rf.1ed5d7.jpg	nbacourt_0165_frame_0001_png.rf.1ed5d7	6	-	15	15.65	0.283
1259	1259_nbacourt_0521_frame_0002_png.rf.ec3976.jpg	nbacourt_0521_frame_0002_png.rf.ec3976	5	-	12	15.65	0.250
1260	1260_nbacourt_1441_frame_0007_png.rf.b02df9.jpg	nbacourt_1441_frame_0007_png.rf.b02df9	6	-	12	15.65	0.255
1261	1261_nbacourt_1834_frame_0013_png.rf.3b2b9c.jpg	nbacourt_1834_frame_0013_png.rf.3b2b9c	6	-	16	15.65	0.291
1262	1262_nbacourt_0182_frame_0001_png.rf.3b348b.jpg	nbacourt_0182_frame_0001_png.rf.3b348b	7	-	18	15.63	0.199
1263	1263_nbacourt_1680_frame_0009_png.rf.e18851.jpg	nbacourt_1680_frame_0009_png.rf.e18851	5	-	9	15.63	0.284
1264	1264_nbacourt_0087_frame_0000_png.rf.aafe22.jpg	nbacourt_0087_frame_0000_png.rf.aafe22	8	-	18	15.60	0.247
1265	1265_nbacourt_0407_frame_0002_png.rf.691dcd.jpg	nbacourt_0407_frame_0002_png.rf.691dcd	6	-	14	15.60	0.244
1266	1266_nbacourt_0656_frame_0003_png.rf.957d8c.jpg	nbacourt_0656_frame_0003_png.rf.957d8c	8	-	19	15.60	0.357
1267	1267_nbacourt_0713_frame_0003_png.rf.d29903.jpg	nbacourt_0713_frame_0003_png.rf.d29903	6	-	15	15.60	0.265
1268	1268_nbacourt_1391_frame_0007_png.rf.4cfae2.jpg	nbacourt_1391_frame_0007_png.rf.4cfae2	6	-	14	15.60	0.308
1269	1269_nbacourt_1579_frame_0008_png.rf.c66bed.jpg	nbacourt_1579_frame_0008_png.rf.c66bed	5	-	9	15.60	0.280
1270	1270_nbacourt_1678_frame_0009_png.rf.d19199.jpg	nbacourt_1678_frame_0009_png.rf.d19199	6	-	14	15.60	0.340
1271	1271_nbacourt_1848_frame_0013_png.rf.bcbec9.jpg	nbacourt_1848_frame_0013_png.rf.bcbec9	6	-	14	15.60	0.320
1272	1272_nbacourt_0153_frame_0001_png.rf.0d759a.jpg	nbacourt_0153_frame_0001_png.rf.0d759a	5	-	11	15.59	0.328
1273	1273_nbacourt_0156_frame_0001_png.rf.11d7b0.jpg	nbacourt_0156_frame_0001_png.rf.11d7b0	6	-	15	15.59	0.283
1274	1274_nbacourt_1894_frame_0016_png.rf.f3a272.jpg	nbacourt_1894_frame_0016_png.rf.f3a272	6	-	13	15.59	0.276
1275	1275_nbacourt_0096_frame_0000_png.rf.b443f4.jpg	nbacourt_0096_frame_0000_png.rf.b443f4	6	-	13	15.57	0.253
1276	1276_nbacourt_0189_frame_0001_png.rf.41d7ae.jpg	nbacourt_0189_frame_0001_png.rf.41d7ae	6	-	13	15.57	0.271
1277	1277_nbacourt_0247_frame_0001_png.rf.91ec9a.jpg	nbacourt_0247_frame_0001_png.rf.91ec9a	6	-	13	15.57	0.200
1278	1278_nbacourt_0317_frame_0001_png.rf.f76a90.jpg	nbacourt_0317_frame_0001_png.rf.f76a90	6	-	15	15.57	0.257
1279	1279_nbacourt_0362_frame_0002_png.rf.337564.jpg	nbacourt_0362_frame_0002_png.rf.337564	6	-	14	15.57	0.269
1280	1280_nbacourt_0387_frame_0002_png.rf.4dece8.jpg	nbacourt_0387_frame_0002_png.rf.4dece8	6	-	14	15.57	0.261
1281	1281_nbacourt_0497_frame_0002_png.rf.d9e352.jpg	nbacourt_0497_frame_0002_png.rf.d9e352	6	-	14	15.57	0.275
1282	1282_nbacourt_0545_frame_0003_png.rf.0f3c88.jpg	nbacourt_0545_frame_0003_png.rf.0f3c88	6	-	17	15.57	0.348
1283	1283_nbacourt_0700_frame_0003_png.rf.c6da64.jpg	nbacourt_0700_frame_0003_png.rf.c6da64	6	-	15	15.57	0.254
1284	1284_nbacourt_0738_frame_0003_png.rf.f8000c.jpg	nbacourt_0738_frame_0003_png.rf.f8000c	6	-	13	15.57	0.275
1285	1285_nbacourt_1140_frame_0005_png.rf.e3f558.jpg	nbacourt_1140_frame_0005_png.rf.e3f558	5	-	13	15.57	0.297
1286	1286_nbacourt_1463_frame_0007_png.rf.d582d7.jpg	nbacourt_1463_frame_0007_png.rf.d582d7	5	-	9	15.57	0.267
1287	1287_nbacourt_1656_frame_0009_png.rf.8f4715.jpg	nbacourt_1656_frame_0009_png.rf.8f4715	6	-	14	15.57	0.250
1288	1288_nbacourt_1674_frame_0009_png.rf.c43ebf.jpg	nbacourt_1674_frame_0009_png.rf.c43ebf	6	-	14	15.57	0.190
1289	1289_nbacourt_1798_frame_0011_png.rf.eea78a.jpg	nbacourt_1798_frame_0011_png.rf.eea78a	6	-	14	15.57	0.300
1290	1290_nbacourt_1980_frame_0000_png.rf.1fc48a.jpg	nbacourt_1980_frame_0000_png.rf.1fc48a	7	-	18	15.57	0.243
1291	1291_nbacourt_2056_frame_0004_png.rf.c870c8.jpg	nbacourt_2056_frame_0004_png.rf.c870c8	6	-	13	15.57	0.271
1292	1292_nbacourt_2113_frame_0007_png.rf.dacd76.jpg	nbacourt_2113_frame_0007_png.rf.dacd76	7	-	16	15.57	0.267
1293	1293_nbacourt_1784_frame_0011_png.rf.ace84d.jpg	nbacourt_1784_frame_0011_png.rf.ace84d	7	-	16	15.52	0.261
1294	1294_nbacourt_0709_frame_0003_png.rf.ce92ff.jpg	nbacourt_0709_frame_0003_png.rf.ce92ff	6	-	15	15.50	0.196
1295	1295_nbacourt_1473_frame_0007_png.rf.e953d0.jpg	nbacourt_1473_frame_0007_png.rf.e953d0	5	-	10	15.46	0.293
1296	1296_nbacourt_1661_frame_0009_png.rf.9f9448.jpg	nbacourt_1661_frame_0009_png.rf.9f9448	5	-	13	15.46	0.245
1297	1297_nbacourt_0563_frame_0003_png.rf.264dc6.jpg	nbacourt_0563_frame_0003_png.rf.264dc6	6	-	13	15.44	0.257
1298	1298_nbacourt_0598_frame_0003_png.rf.4f242b.jpg	nbacourt_0598_frame_0003_png.rf.4f242b	6	-	12	15.44	0.270
1299	1299_nbacourt_0684_frame_0003_png.rf.b696e1.jpg	nbacourt_0684_frame_0003_png.rf.b696e1	4	-	10	15.44	0.198
1300	1300_nbacourt_0890_frame_0004_png.rf.ac05ec.jpg	nbacourt_0890_frame_0004_png.rf.ac05ec	6	-	12	15.44	0.321
1301	1301_nbacourt_1117_frame_0005_png.rf.c7ccbb.jpg	nbacourt_1117_frame_0005_png.rf.c7ccbb	6	-	15	15.44	0.327
1302	1302_nbacourt_1203_frame_0006_png.rf.35f910.jpg	nbacourt_1203_frame_0006_png.rf.35f910	5	-	11	15.44	0.268
1303	1303_nbacourt_1260_frame_0006_png.rf.90951a.jpg	nbacourt_1260_frame_0006_png.rf.90951a	6	-	15	15.44	0.287
1304	1304_nbacourt_1548_frame_0008_png.rf.73168b.jpg	nbacourt_1548_frame_0008_png.rf.73168b	4	-	12	15.44	0.314
1305	1305_nbacourt_2203_frame_0004_png.rf.1e2f90.jpg	nbacourt_2203_frame_0004_png.rf.1e2f90	6	-	15	15.44	0.274
1306	1306_nbacourt_0028_frame_0000_png.rf.2bc8e2.jpg	nbacourt_0028_frame_0000_png.rf.2bc8e2	7	-	8	15.42	0.290
1307	1307_nbacourt_1805_frame_0012_png.rf.209107.jpg	nbacourt_1805_frame_0012_png.rf.209107	5	-	15	15.42	0.250
1308	1308_nbacourt_0896_frame_0004_png.rf.b185a7.jpg	nbacourt_0896_frame_0004_png.rf.b185a7	5	-	10	15.40	0.354
